geoid,name,year,series,sex,age_group,estimate
51075,Goochland County,2040,age_sex,Female,65 to 69,1113.5531186398716
51075,Goochland County,2040,age_sex,Female,70 to 74,1246.3383809770844
51075,Goochland County,2040,age_sex,Female,75 to 79,1117.063820283058
51075,Goochland County,2040,age_sex,Female,80 to 84,818.2316508221653
51075,Goochland County,2040,age_sex,Female,85 and Over,777.717979344851
51075,Goochland County,2040,age_sex,Male,0 to 4,688.2764673178359
51075,Goochland County,2040,age_sex,Male,10 to 14,704.8626977458515
51075,Goochland County,2040,age_sex,Male,15 to 19,497.10839788431633
51075,Goochland County,2040,age_sex,Male,20 to 24,676.6029438309718
51075,Goochland County,2040,age_sex,Male,25 to 29,651.0608130786801
51075,Goochland County,2040,age_sex,Male,30 to 34,1020.0717958266038
51075,Goochland County,2040,age_sex,Male,35 to 39,1030.8936393399254
51075,Goochland County,2040,age_sex,Male,40 to 44,1085.7382158223736
51075,Goochland County,2040,age_sex,Male,45 to 49,990.9759351867609
51075,Goochland County,2040,age_sex,Male,5 to 9,845.7786121357269
51075,Goochland County,2040,age_sex,Male,50 to 54,813.8825817166897
51075,Goochland County,2040,age_sex,Male,55 to 59,884.7666584505569
51075,Goochland County,2040,age_sex,Male,60 to 64,857.9091183218168
51075,Goochland County,2040,age_sex,Male,65 to 69,1076.6582863957797
51075,Goochland County,2040,age_sex,Male,70 to 74,1164.9623354837354
51075,Goochland County,2040,age_sex,Male,75 to 79,994.6724799737838
51075,Goochland County,2040,age_sex,Male,80 to 84,751.019765218916
51075,Goochland County,2040,age_sex,Male,85 and Over,565.3411465237571
51075,Goochland County,2040,age_sex,Total,0 to 4,1354.86355016137
51075,Goochland County,2040,age_sex,Total,10 to 14,1344.1567724455772
51075,Goochland County,2040,age_sex,Total,15 to 19,960.1015135608855
51075,Goochland County,2040,age_sex,Total,20 to 24,1329.1973961066508
51075,Goochland County,2040,age_sex,Total,25 to 29,1310.0613921705149
51075,Goochland County,2040,age_sex,Total,30 to 34,2367.0391864547832
51075,Goochland County,2040,age_sex,Total,35 to 39,2392.5552913022866
51075,Goochland County,2040,age_sex,Total,40 to 44,2555.1434878734185
51075,Goochland County,2040,age_sex,Total,45 to 49,2203.8746502252047
51075,Goochland County,2040,age_sex,Total,5 to 9,1702.5413620913985
51075,Goochland County,2040,age_sex,Total,50 to 54,1754.5555770799656
51075,Goochland County,2040,age_sex,Total,55 to 59,1862.2778738629995
51075,Goochland County,2040,age_sex,Total,60 to 64,1834.8620550971698
51075,Goochland County,2040,age_sex,Total,65 to 69,2190.2114050356513
51075,Goochland County,2040,age_sex,Total,70 to 74,2411.30071646082
51075,Goochland County,2040,age_sex,Total,75 to 79,2111.736300256842
51075,Goochland County,2040,age_sex,Total,80 to 84,1569.2514160410813
51075,Goochland County,2040,age_sex,Total,85 and Over,1343.059125868608
51075,Goochland County,2050,age_sex,Female,0 to 4,693.2739212981501
51075,Goochland County,2050,age_sex,Female,10 to 14,934.1178391853543
51075,Goochland County,2050,age_sex,Female,15 to 19,956.2564237635847
51075,Goochland County,2050,age_sex,Female,20 to 24,633.6405085401599
51075,Goochland County,2050,age_sex,Female,25 to 29,491.2453725917767
51075,Goochland County,2050,age_sex,Female,30 to 34,1234.5735608590235
51075,Goochland County,2050,age_sex,Female,35 to 39,1176.9641156450548
51075,Goochland County,2050,age_sex,Female,40 to 44,1646.6490248366945
51075,Goochland County,2050,age_sex,Female,45 to 49,1492.5224767753098
51075,Goochland County,2050,age_sex,Female,5 to 9,851.2773143208888
51075,Goochland County,2050,age_sex,Female,50 to 54,1532.8733877689983
51075,Goochland County,2050,age_sex,Female,55 to 59,1354.735515164663
51075,Goochland County,2050,age_sex,Female,60 to 64,1099.1266520777572
51075,Goochland County,2050,age_sex,Female,65 to 69,1052.28407714885
51075,Goochland County,2050,age_sex,Female,70 to 74,976.109223865719
51075,Goochland County,2050,age_sex,Female,75 to 79,1071.4138896313953
51075,Goochland County,2050,age_sex,Female,80 to 84,915.6316079730408
51075,Goochland County,2050,age_sex,Female,85 and Over,1123.1007082121864
51075,Goochland County,2050,age_sex,Male,0 to 4,715.8316410800855
51075,Goochland County,2050,age_sex,Male,10 to 14,1029.924797050519
51075,Goochland County,2050,age_sex,Male,15 to 19,1026.7174234093225
51075,Goochland County,2050,age_sex,Male,20 to 24,656.9516978175571
51075,Goochland County,2050,age_sex,Male,25 to 29,485.32675364488773
51075,Goochland County,2050,age_sex,Male,30 to 34,934.9548311768627
51075,Goochland County,2050,age_sex,Male,35 to 39,891.0619013183209
51075,Goochland County,2050,age_sex,Male,40 to 44,1216.7029806666828
51075,Goochland County,2050,age_sex,Male,45 to 49,1219.4372364907595
51075,Goochland County,2050,age_sex,Male,5 to 9,840.3635025988261
51075,Goochland County,2050,age_sex,Male,50 to 54,1326.2621085454266
51075,Goochland County,2050,age_sex,Male,55 to 59,1226.2005754387128
51075,Goochland County,2050,age_sex,Male,60 to 64,965.1957034086561
51075,Goochland County,2050,age_sex,Male,65 to 69,1017.4192432674122
51075,Goochland County,2050,age_sex,Male,70 to 74,912.3770064999161
51075,Goochland County,2050,age_sex,Male,75 to 79,954.0241938978684
51075,Goochland County,2050,age_sex,Male,80 to 84,840.4190116038268
51075,Goochland County,2050,age_sex,Male,85 and Over,816.4078225080893
51075,Goochland County,2050,age_sex,Total,0 to 4,1409.1055623782356
51075,Goochland County,2050,age_sex,Total,10 to 14,1964.0426362358733
51075,Goochland County,2050,age_sex,Total,15 to 19,1982.9738471729072
51075,Goochland County,2050,age_sex,Total,20 to 24,1290.592206357717
51075,Goochland County,2050,age_sex,Total,25 to 29,976.5721262366644
51075,Goochland County,2050,age_sex,Total,30 to 34,2169.528392035886
51075,Goochland County,2050,age_sex,Total,35 to 39,2068.0260169633757
51075,Goochland County,2050,age_sex,Total,40 to 44,2863.3520055033773
51075,Goochland County,2050,age_sex,Total,45 to 49,2711.9597132660692
51075,Goochland County,2050,age_sex,Total,5 to 9,1691.640816919715
51075,Goochland County,2050,age_sex,Total,50 to 54,2859.135496314425
51075,Goochland County,2050,age_sex,Total,55 to 59,2580.9360906033758
51075,Goochland County,2050,age_sex,Total,60 to 64,2064.3223554864135
51075,Goochland County,2050,age_sex,Total,65 to 69,2069.703320416262
51075,Goochland County,2050,age_sex,Total,70 to 74,1888.486230365635
51075,Goochland County,2050,age_sex,Total,75 to 79,2025.4380835292636
51075,Goochland County,2050,age_sex,Total,80 to 84,1756.0506195768676
51075,Goochland County,2050,age_sex,Total,85 and Over,1939.5085307202755
51075,Goochland County,2030,total_population,NA,NA,29796.094092294727
51075,Goochland County,2040,total_population,NA,NA,32596.78907209522
51075,Goochland County,2050,total_population,NA,NA,36311.374050082224
51085,Hanover County,2030,age_sex,Female,0 to 4,2459.793445692884
51085,Hanover County,2030,age_sex,Female,10 to 14,3502.363271793103
51085,Hanover County,2030,age_sex,Female,15 to 19,3543.6501347112435
51085,Hanover County,2030,age_sex,Female,20 to 24,3067.2345648501887
51085,Hanover County,2030,age_sex,Female,25 to 29,2677.4967011430385
51085,Hanover County,2030,age_sex,Female,30 to 34,3881.506969754504
51085,Hanover County,2030,age_sex,Female,35 to 39,4225.604896637731
51085,Hanover County,2030,age_sex,Female,40 to 44,4213.515077271302
51085,Hanover County,2030,age_sex,Female,45 to 49,3901.088178574407
51085,Hanover County,2030,age_sex,Female,5 to 9,2212.1249038609444
51085,Hanover County,2030,age_sex,Female,50 to 54,3643.6091225729624
51085,Hanover County,2030,age_sex,Female,55 to 59,3774.5901573033084
51085,Hanover County,2030,age_sex,Female,60 to 64,4141.0314913265265
51085,Hanover County,2030,age_sex,Female,65 to 69,4439.729805797918
51085,Hanover County,2030,age_sex,Female,70 to 74,3937.933676007295
51085,Hanover County,2030,age_sex,Female,75 to 79,3295.7236842105267
51085,Hanover County,2030,age_sex,Female,80 to 84,2451.286290322581
51085,Hanover County,2030,age_sex,Female,85 and Over,2099.6066433566434
51085,Hanover County,2030,age_sex,Male,0 to 4,2653.206554307116
51085,Hanover County,2030,age_sex,Male,10 to 14,3796.9000665067615
51085,Hanover County,2030,age_sex,Male,15 to 19,3785.027840680178
51085,Hanover County,2030,age_sex,Male,20 to 24,3342.80240373046
51085,Hanover County,2030,age_sex,Male,25 to 29,2727.3005217061523
51085,Hanover County,2030,age_sex,Male,30 to 34,3544.374759369619
51085,Hanover County,2030,age_sex,Male,35 to 39,3945.3792724668974
51085,Hanover County,2030,age_sex,Male,40 to 44,4008.9134346723927
51085,Hanover County,2030,age_sex,Male,45 to 49,3621.151435126828
51085,Hanover County,2030,age_sex,Male,5 to 9,2499.8750961390556
51085,Hanover County,2030,age_sex,Male,50 to 54,3313.1624718384214
51085,Hanover County,2030,age_sex,Male,55 to 59,3448.562072025545
51085,Hanover County,2030,age_sex,Male,60 to 64,3849.534387537549
51085,Hanover County,2030,age_sex,Male,65 to 69,3987.0270194202085
51085,Hanover County,2030,age_sex,Male,70 to 74,3537.009782788924
51085,Hanover County,2030,age_sex,Male,75 to 79,2507.8157894736846
51085,Hanover County,2030,age_sex,Male,80 to 84,1956.5483870967744
51085,Hanover County,2030,age_sex,Male,85 and Over,1162.5437062937065
51085,Hanover County,2030,age_sex,Total,0 to 4,5113
51085,Hanover County,2030,age_sex,Total,10 to 14,7299.263338299865
51085,Hanover County,2030,age_sex,Total,15 to 19,7328.677975391422
51085,Hanover County,2030,age_sex,Total,20 to 24,6410.036968580649
51085,Hanover County,2030,age_sex,Total,25 to 29,5404.797222849191
51085,Hanover County,2030,age_sex,Total,30 to 34,7425.881729124123
51085,Hanover County,2030,age_sex,Total,35 to 39,8170.984169104629
51085,Hanover County,2030,age_sex,Total,40 to 44,8222.428511943695
51085,Hanover County,2030,age_sex,Total,45 to 49,7522.239613701235
51085,Hanover County,2030,age_sex,Total,5 to 9,4712
51085,Hanover County,2030,age_sex,Total,50 to 54,6956.771594411383
51085,Hanover County,2030,age_sex,Total,55 to 59,7223.1522293288535
51085,Hanover County,2030,age_sex,Total,60 to 64,7990.565878864076
51085,Hanover County,2030,age_sex,Total,65 to 69,8426.756825218126
51085,Hanover County,2030,age_sex,Total,70 to 74,7474.94345879622
51085,Hanover County,2030,age_sex,Total,75 to 79,5803.539473684211
51085,Hanover County,2030,age_sex,Total,80 to 84,4407.834677419355
51085,Hanover County,2030,age_sex,Total,85 and Over,3262.1503496503497
51085,Hanover County,2040,age_sex,Female,0 to 4,2881.272584721417
51085,Hanover County,2040,age_sex,Female,10 to 14,3409.5450109886315
51085,Hanover County,2040,age_sex,Female,15 to 19,2611.4195772346434
51085,Hanover County,2040,age_sex,Female,20 to 24,2865.07635279051
51085,Hanover County,2040,age_sex,Female,25 to 29,2390.398770904509
51085,Hanover County,2040,age_sex,Female,30 to 34,3865.6441312199395
51085,Hanover County,2040,age_sex,Female,35 to 39,4451.2914363146865
51085,Hanover County,2040,age_sex,Female,40 to 44,5256.583545894776
51085,Hanover County,2040,age_sex,Female,45 to 49,4667.36780291793
51085,Hanover County,2040,age_sex,Female,5 to 9,3783.8715260804593
51085,Hanover County,2040,age_sex,Female,50 to 54,4497.697043622622
51085,Hanover County,2040,age_sex,Female,55 to 59,3871.213225173496
51085,Hanover County,2040,age_sex,Female,60 to 64,3500.0746103500546
51085,Hanover County,2040,age_sex,Female,65 to 69,3665.5013521890387
51085,Hanover County,2040,age_sex,Female,70 to 74,3928.1924069304227
51085,Hanover County,2040,age_sex,Female,75 to 79,4163.313904753216
51085,Hanover County,2040,age_sex,Female,80 to 84,3340.5773535217786
51085,Hanover County,2040,age_sex,Female,85 and Over,3421.496975350971
51085,Hanover County,2040,age_sex,Male,0 to 4,3107.8265209276165
51085,Hanover County,2040,age_sex,Male,10 to 14,3696.2761068336367
51085,Hanover County,2040,age_sex,Male,15 to 19,2789.297878678933
51085,Hanover County,2040,age_sex,Male,20 to 24,3122.481804533003
51085,Hanover County,2040,age_sex,Male,25 to 29,2434.8623145606384
51085,Hanover County,2040,age_sex,Male,30 to 34,3529.8897037064507
51085,Hanover County,2040,age_sex,Male,35 to 39,4156.099161689086
51085,Hanover County,2040,age_sex,Male,40 to 44,5001.332144576669
51085,Hanover County,2040,age_sex,Male,45 to 49,4332.443883382641
51085,Hanover County,2040,age_sex,Male,5 to 9,4276.07237662238
51085,Hanover County,2040,age_sex,Male,50 to 54,4089.7913451556533
51085,Hanover County,2040,age_sex,Male,55 to 59,3536.839377177513
51085,Hanover County,2040,age_sex,Male,60 to 64,3253.6959933075773
51085,Hanover County,2040,age_sex,Male,65 to 69,3291.7437704911113
51085,Hanover County,2040,age_sex,Male,70 to 74,3528.260279405563
51085,Hanover County,2040,age_sex,Male,75 to 79,3167.9914177564
51085,Hanover County,2040,age_sex,Male,80 to 84,2666.355724669325
51085,Hanover County,2040,age_sex,Male,85 and Over,1894.4690365611375
51085,Hanover County,2040,age_sex,Total,0 to 4,5989.099105649033
51085,Hanover County,2040,age_sex,Total,10 to 14,7105.821117822268
51085,Hanover County,2040,age_sex,Total,15 to 19,5400.7174559135765
51085,Hanover County,2040,age_sex,Total,20 to 24,5987.558157323513
51085,Hanover County,2040,age_sex,Total,25 to 29,4825.2610854651475
51085,Hanover County,2040,age_sex,Total,30 to 34,7395.53383492639
51085,Hanover County,2040,age_sex,Total,35 to 39,8607.390598003773
51085,Hanover County,2040,age_sex,Total,40 to 44,10257.915690471445
51085,Hanover County,2040,age_sex,Total,45 to 49,8999.81168630057
51085,Hanover County,2040,age_sex,Total,5 to 9,8059.943902702839
51085,Hanover County,2040,age_sex,Total,50 to 54,8587.488388778274
51085,Hanover County,2040,age_sex,Total,55 to 59,7408.052602351009
51085,Hanover County,2040,age_sex,Total,60 to 64,6753.770603657632
51085,Hanover County,2040,age_sex,Total,65 to 69,6957.2451226801495
51085,Hanover County,2040,age_sex,Total,70 to 74,7456.452686335986
51085,Hanover County,2040,age_sex,Total,75 to 79,7331.3053225096155
51085,Hanover County,2040,age_sex,Total,80 to 84,6006.933078191103
51085,Hanover County,2040,age_sex,Total,85 and Over,5315.966011912108
51085,Hanover County,2050,age_sex,Female,0 to 4,3026.1697025666
51085,Hanover County,2050,age_sex,Female,10 to 14,4102.184376197291
51085,Hanover County,2050,age_sex,Female,15 to 19,4588.137599433365
51085,Hanover County,2050,age_sex,Female,20 to 24,2864.8670963330364
51085,Hanover County,2050,age_sex,Female,25 to 29,1809.3776278917458
51085,Hanover County,2050,age_sex,Female,30 to 34,3708.8914454766527
51085,Hanover County,2050,age_sex,Female,35 to 39,4081.8823486308224
51085,Hanover County,2050,age_sex,Female,40 to 44,5377.223806434686
51085,Hanover County,2050,age_sex,Female,45 to 49,5050.125948425208
51085,Hanover County,2050,age_sex,Female,5 to 9,3684.1673736406296
51085,Hanover County,2050,age_sex,Female,50 to 54,5763.446404392587
51085,Hanover County,2050,age_sex,Female,55 to 59,4757.364120012322
51085,Hanover County,2050,age_sex,Female,60 to 64,4437.810581676225
51085,Hanover County,2050,age_sex,Female,65 to 69,3861.3904204049736
51085,Hanover County,2050,age_sex,Female,70 to 74,3410.3155236145185
51085,Hanover County,2050,age_sex,Female,75 to 79,3530.6042657528646
51085,Hanover County,2050,age_sex,Female,80 to 84,3422.779547188929
51085,Hanover County,2050,age_sex,Female,85 and Over,4865.693143187963
51085,Hanover County,2050,age_sex,Male,0 to 4,3264.116872639957
51085,Hanover County,2050,age_sex,Male,10 to 14,4447.164078108969
51085,Hanover County,2050,age_sex,Male,15 to 19,4900.661151793391
51085,Hanover County,2050,age_sex,Male,20 to 24,3122.2537479647003
51085,Hanover County,2050,age_sex,Male,25 to 29,1843.0336614069179
51085,Hanover County,2050,age_sex,Male,30 to 34,3386.7519308926503
51085,Hanover County,2050,age_sex,Male,35 to 39,3811.1878428934
51085,Hanover County,2050,age_sex,Male,40 to 44,5116.114304453032
51085,Hanover County,2050,age_sex,Male,45 to 49,4687.735828723045
51085,Hanover County,2050,age_sex,Male,5 to 9,4163.398843933988
51085,Hanover County,2050,age_sex,Male,50 to 54,5240.747207812829
51085,Hanover County,2050,age_sex,Male,55 to 59,4346.449490773512
51085,Hanover County,2050,age_sex,Male,60 to 64,4125.422488411978
51085,Hanover County,2050,age_sex,Male,65 to 69,3467.6587567513197
51085,Hanover County,2050,age_sex,Male,70 to 74,3063.1088184429686
51085,Hanover County,2050,age_sex,Male,75 to 79,2686.543525010087
51085,Hanover County,2050,age_sex,Male,80 to 84,2731.96722426047
51085,Hanover County,2050,age_sex,Male,85 and Over,2694.1146134527494
51085,Hanover County,2050,age_sex,Total,0 to 4,6290.286575206556
51085,Hanover County,2050,age_sex,Total,10 to 14,8549.34845430626
51085,Hanover County,2050,age_sex,Total,15 to 19,9488.798751226755
51085,Hanover County,2050,age_sex,Total,20 to 24,5987.120844297737
51085,Hanover County,2050,age_sex,Total,25 to 29,3652.4112892986636
51085,Hanover County,2050,age_sex,Total,30 to 34,7095.643376369303
51085,Hanover County,2050,age_sex,Total,35 to 39,7893.0701915242225
51085,Hanover County,2050,age_sex,Total,40 to 44,10493.338110887718
51085,Hanover County,2050,age_sex,Total,45 to 49,9737.861777148253
51085,Hanover County,2050,age_sex,Total,5 to 9,7847.566217574617
51085,Hanover County,2050,age_sex,Total,50 to 54,11004.193612205416
51085,Hanover County,2050,age_sex,Total,55 to 59,9103.813610785834
51085,Hanover County,2050,age_sex,Total,60 to 64,8563.233070088203
51085,Hanover County,2050,age_sex,Total,65 to 69,7329.049177156293
51085,Hanover County,2050,age_sex,Total,70 to 74,6473.424342057488
51085,Hanover County,2050,age_sex,Total,75 to 79,6217.147790762951
51085,Hanover County,2050,age_sex,Total,80 to 84,6154.746771449399
51085,Hanover County,2050,age_sex,Total,85 and Over,7559.807756640712
51085,Hanover County,2030,total_population,NA,NA,119155.02401636736
51085,Hanover County,2040,total_population,NA,NA,128446.2664509944
51085,Hanover County,2050,total_population,NA,NA,139440.86171898592
51087,Henrico County,2030,age_sex,Female,0 to 4,9392.61949161371
51087,Henrico County,2030,age_sex,Female,10 to 14,10295.280994686122
51087,Henrico County,2030,age_sex,Female,15 to 19,10082.54495977188
51087,Henrico County,2030,age_sex,Female,20 to 24,10230.424066215937
51087,Henrico County,2030,age_sex,Female,25 to 29,12320.871077539767
51087,Henrico County,2030,age_sex,Female,30 to 34,13191.651261587655
51087,Henrico County,2030,age_sex,Female,35 to 39,12248.219370215666
51087,Henrico County,2030,age_sex,Female,40 to 44,13199.623521573967
51087,Henrico County,2030,age_sex,Female,45 to 49,12243.181715265502
51087,Henrico County,2030,age_sex,Female,5 to 9,10046.047931333784
51087,Henrico County,2030,age_sex,Female,50 to 54,11054.87447022252
51087,Henrico County,2030,age_sex,Female,55 to 59,11093.993281561905
51087,Henrico County,2030,age_sex,Female,60 to 64,11043.389976656792
51087,Henrico County,2030,age_sex,Female,65 to 69,11433.358455882353
51087,Henrico County,2030,age_sex,Female,70 to 74,10858.4482160555
51087,Henrico County,2030,age_sex,Female,75 to 79,9088.450361010831
51087,Henrico County,2030,age_sex,Female,80 to 84,7065.062319749216
51087,Henrico County,2030,age_sex,Female,85 and Over,5976.009062483438
51087,Henrico County,2030,age_sex,Male,0 to 4,9606.38050838629
51087,Henrico County,2030,age_sex,Male,10 to 14,10458.311472759966
51087,Henrico County,2030,age_sex,Male,15 to 19,10809.671042648157
51087,Henrico County,2030,age_sex,Male,20 to 24,9946.579198302572
51087,Henrico County,2030,age_sex,Male,25 to 29,11090.057225494802
51087,Henrico County,2030,age_sex,Male,30 to 34,11831.761056293673
51087,Henrico County,2030,age_sex,Male,35 to 39,10964.108067534307
51087,Henrico County,2030,age_sex,Male,40 to 44,11761.218014567901
51087,Henrico County,2030,age_sex,Male,45 to 49,11161.586180352031
51087,Henrico County,2030,age_sex,Male,5 to 9,10382.952068666218
51087,Henrico County,2030,age_sex,Male,50 to 54,9816.3534569479
51087,Henrico County,2030,age_sex,Male,55 to 59,9449.107659202242
51087,Henrico County,2030,age_sex,Male,60 to 64,9005.490971029241
51087,Henrico County,2030,age_sex,Male,65 to 69,9146.459099264706
51087,Henrico County,2030,age_sex,Male,70 to 74,8161.408572844399
51087,Henrico County,2030,age_sex,Male,75 to 79,6423.9190433213
51087,Henrico County,2030,age_sex,Male,80 to 84,4250.763636363637
51087,Henrico County,2030,age_sex,Male,85 and Over,2790.74646245164
51087,Henrico County,2030,age_sex,Total,0 to 4,18999
51087,Henrico County,2030,age_sex,Total,10 to 14,20753.592467446088
51087,Henrico County,2030,age_sex,Total,15 to 19,20892.21600242004
51087,Henrico County,2030,age_sex,Total,20 to 24,20177.00326451851
51087,Henrico County,2030,age_sex,Total,25 to 29,23410.92830303457
51087,Henrico County,2030,age_sex,Total,30 to 34,25023.412317881328
51087,Henrico County,2030,age_sex,Total,35 to 39,23212.327437749973
51087,Henrico County,2030,age_sex,Total,40 to 44,24960.84153614187
51087,Henrico County,2030,age_sex,Total,45 to 49,23404.767895617533
51087,Henrico County,2030,age_sex,Total,5 to 9,20429
51087,Henrico County,2030,age_sex,Total,50 to 54,20871.227927170417
51087,Henrico County,2030,age_sex,Total,55 to 59,20543.100940764147
51087,Henrico County,2030,age_sex,Total,60 to 64,20048.880947686033
51087,Henrico County,2030,age_sex,Total,65 to 69,20579.81755514706
51087,Henrico County,2030,age_sex,Total,70 to 74,19019.8567888999
51087,Henrico County,2030,age_sex,Total,75 to 79,15512.36940433213
51087,Henrico County,2030,age_sex,Total,80 to 84,11315.825956112853
51087,Henrico County,2030,age_sex,Total,85 and Over,8766.755524935079
51087,Henrico County,2040,age_sex,Female,0 to 4,10369.253664577267
51087,Henrico County,2040,age_sex,Female,10 to 14,10435.521157303247
51087,Henrico County,2040,age_sex,Female,15 to 19,10173.05959187704
51087,Henrico County,2040,age_sex,Female,20 to 24,9683.86733191136
51087,Henrico County,2040,age_sex,Female,25 to 29,12629.649328158259
51087,Henrico County,2040,age_sex,Female,30 to 34,14588.28682642788
51087,Henrico County,2040,age_sex,Female,35 to 39,13153.088156250114
51087,Henrico County,2040,age_sex,Female,40 to 44,13681.248585292198
51087,Henrico County,2040,age_sex,Female,45 to 49,12184.761325790823
51087,Henrico County,2040,age_sex,Female,5 to 9,11242.564678167482
51087,Henrico County,2040,age_sex,Female,50 to 54,13077.317300564171
51087,Henrico County,2040,age_sex,Female,55 to 59,12223.168116907105
51087,Henrico County,2040,age_sex,Female,60 to 64,10896.41883072525
51087,Henrico County,2040,age_sex,Female,65 to 69,10773.498812450316
51087,Henrico County,2040,age_sex,Female,70 to 74,10593.382114385427
51087,Henrico County,2040,age_sex,Female,75 to 79,10578.946468971486
51087,Henrico County,2040,age_sex,Female,80 to 84,9403.705951151831
51087,Henrico County,2040,age_sex,Female,85 and Over,9496.308477220577
51087,Henrico County,2040,age_sex,Male,0 to 4,10605.241315146088
51087,Henrico County,2040,age_sex,Male,10 to 14,10600.772402422539
51087,Henrico County,2040,age_sex,Male,15 to 19,10906.713347096778
51087,Henrico County,2040,age_sex,Male,20 to 24,9415.18677420173
51087,Henrico County,2040,age_sex,Male,25 to 29,11367.989560619197
51087,Henrico County,2040,age_sex,Male,30 to 34,13084.421391094136
51087,Henrico County,2040,age_sex,Male,35 to 39,11774.109820209122
51087,Henrico County,2040,age_sex,Male,40 to 44,12190.358843199265
51087,Henrico County,2040,age_sex,Male,45 to 49,11108.326804890967
51087,Henrico County,2040,age_sex,Male,5 to 9,11619.595186103674
51087,Henrico County,2040,age_sex,Male,50 to 54,11612.214072333443
51087,Henrico County,2040,age_sex,Male,55 to 59,10410.8618548688
51087,Henrico County,2040,age_sex,Male,60 to 64,8885.641239154696
51087,Henrico County,2040,age_sex,Male,65 to 69,8618.584523898675
51087,Henrico County,2040,age_sex,Male,70 to 74,7962.180035626543
51087,Henrico County,2040,age_sex,Male,75 to 79,7477.434874028858
51087,Henrico County,2040,age_sex,Male,80 to 84,5657.831381398405
51087,Henrico County,2040,age_sex,Male,85 and Over,4434.696971182228
51087,Henrico County,2040,age_sex,Total,0 to 4,20974.494979723357
51087,Henrico County,2040,age_sex,Total,10 to 14,21036.293559725786
51087,Henrico County,2040,age_sex,Total,15 to 19,21079.77293897382
51087,Henrico County,2040,age_sex,Total,20 to 24,19099.05410611309
51087,Henrico County,2040,age_sex,Total,25 to 29,23997.638888777456
51087,Henrico County,2040,age_sex,Total,30 to 34,27672.708217522017
51087,Henrico County,2040,age_sex,Total,35 to 39,24927.197976459236
51087,Henrico County,2040,age_sex,Total,40 to 44,25871.607428491465
51087,Henrico County,2040,age_sex,Total,45 to 49,23293.08813068179
51087,Henrico County,2040,age_sex,Total,5 to 9,22862.159864271154
51087,Henrico County,2040,age_sex,Total,50 to 54,24689.531372897614
51087,Henrico County,2040,age_sex,Total,55 to 59,22634.029971775904
51087,Henrico County,2040,age_sex,Total,60 to 64,19782.060069879946
51087,Henrico County,2040,age_sex,Total,65 to 69,19392.08333634899
51087,Henrico County,2040,age_sex,Total,70 to 74,18555.56215001197
51087,Henrico County,2040,age_sex,Total,75 to 79,18056.381343000343
51087,Henrico County,2040,age_sex,Total,80 to 84,15061.537332550237
51087,Henrico County,2040,age_sex,Total,85 and Over,13931.005448402804
51087,Henrico County,2050,age_sex,Female,0 to 4,11101.881691370596
51087,Henrico County,2050,age_sex,Female,10 to 14,11927.234581420305
51087,Henrico County,2050,age_sex,Female,15 to 19,11786.546809793255
51087,Henrico County,2050,age_sex,Female,20 to 24,10162.243978173628
51087,Henrico County,2050,age_sex,Female,25 to 29,13192.817702855711
51087,Henrico County,2050,age_sex,Female,30 to 34,14296.322493777083
51087,Henrico County,2050,age_sex,Female,35 to 39,13958.61914423752
51087,Henrico County,2050,age_sex,Female,40 to 44,15663.748951198575
51087,Henrico County,2050,age_sex,Female,45 to 49,13546.797827310367
51087,Henrico County,2050,age_sex,Female,5 to 9,11967.360258698965
51087,Henrico County,2050,age_sex,Female,50 to 54,14032.908674610839
51087,Henrico County,2050,age_sex,Female,55 to 59,12594.222577806535
51087,Henrico County,2050,age_sex,Female,60 to 64,13344.843405182093
51087,Henrico County,2050,age_sex,Female,65 to 69,12289.027119902885
51087,Henrico County,2050,age_sex,Female,70 to 74,10821.335585219544
51087,Henrico County,2050,age_sex,Female,75 to 79,10320.249957012227
51087,Henrico County,2050,age_sex,Female,80 to 84,9497.969310716584
51087,Henrico County,2050,age_sex,Female,85 and Over,12995.139936583731
51087,Henrico County,2050,age_sex,Male,0 to 4,11354.542785600503
51087,Henrico County,2050,age_sex,Male,10 to 14,12116.107790117714
51087,Henrico County,2050,age_sex,Male,15 to 19,12636.560932877983
51087,Henrico County,2050,age_sex,Male,20 to 24,9880.29077848041
51087,Henrico County,2050,age_sex,Male,25 to 29,11874.899296438845
51087,Henrico County,2050,age_sex,Male,30 to 34,12822.554839865374
51087,Henrico County,2050,age_sex,Male,35 to 39,12495.188414336724
51087,Henrico County,2050,age_sex,Male,40 to 44,13956.819756215153
51087,Henrico County,2050,age_sex,Male,45 to 49,12350.037345994855
51087,Henrico County,2050,age_sex,Male,5 to 9,12368.697502126603
51087,Henrico County,2050,age_sex,Male,50 to 54,12460.746790938232
51087,Henrico County,2050,age_sex,Male,55 to 59,10726.900765248627
51087,Henrico County,2050,age_sex,Male,60 to 64,10882.24422475281
51087,Henrico County,2050,age_sex,Male,65 to 69,9830.976992076829
51087,Henrico County,2050,age_sex,Male,70 to 74,8133.514039717878
51087,Henrico County,2050,age_sex,Male,75 to 79,7294.5824202436515
51087,Henrico County,2050,age_sex,Male,80 to 84,5714.545850846078
51087,Henrico County,2050,age_sex,Male,85 and Over,6068.622123543773
51087,Henrico County,2050,age_sex,Total,0 to 4,22456.4244769711
51087,Henrico County,2050,age_sex,Total,10 to 14,24043.34237153802
