geoid,name,year,race_group,tenure,estimate,moe,cv,reliability,rate_reliability,total_hh,owner_rate
51085,"Hanover County, Virginia",2019,Asian,Owner,405,77,11.557656947727871,High,Low,463,0.8747300215982722
51085,"Hanover County, Virginia",2019,Asian,Renter,58,51,53.453516402892774,Low,Low,463,0.8747300215982722
51085,"Hanover County, Virginia",2019,Asian,Total,463,73,9.584643562861475,High,Low,463,0.8747300215982722
51085,"Hanover County, Virginia",2019,Multiracial,Owner,357,121,20.60398627536121,Medium,Low,455,0.7846153846153846
51085,"Hanover County, Virginia",2019,Multiracial,Renter,98,66,40.94038831338006,Low,Low,455,0.7846153846153846
51085,"Hanover County, Virginia",2019,Multiracial,Total,455,139,18.571094558936505,Medium,Low,455,0.7846153846153846
51085,"Hanover County, Virginia",2019,Another race,Owner,110,60.41522986797286,33.38780318760589,Low,Low,297,0.37037037037037035
51085,"Hanover County, Virginia",2019,Another race,Renter,187,129.08136968594656,41.96198809744211,Low,Low,297,0.37037037037037035
51085,"Hanover County, Virginia",2019,Another race,Total,297,135.9632303234959,27.829097525098177,Medium,Low,297,0.37037037037037035
51085,"Hanover County, Virginia",2024,"White, non-Hispanic",Owner,29921,653,1.3266952519039752,High,High,35554,0.8415649434662766
51085,"Hanover County, Virginia",2024,"White, non-Hispanic",Renter,5633,486,5.244820335226037,High,High,35554,0.8415649434662766
51085,"Hanover County, Virginia",2024,"White, non-Hispanic",Total,35554,507,0.8668692325198041,High,High,35554,0.8415649434662766
51085,"Hanover County, Virginia",2024,Black,Owner,2543,258,6.167475649826032,High,High,3694,0.6884136437466162
51085,"Hanover County, Virginia",2024,Black,Renter,1151,242,12.78127384935526,High,High,3694,0.6884136437466162
51085,"Hanover County, Virginia",2024,Black,Total,3694,300,4.93694695908752,High,High,3694,0.6884136437466162
51085,"Hanover County, Virginia",2024,Hispanic or Latino,Owner,901,208,14.033714650051108,High,Medium,1378,0.6538461538461539
51085,"Hanover County, Virginia",2024,Hispanic or Latino,Renter,477,178,22.684840027272784,Medium,Medium,1378,0.6538461538461539
51085,"Hanover County, Virginia",2024,Hispanic or Latino,Total,1378,167,7.367181192953975,High,Medium,1378,0.6538461538461539
51085,"Hanover County, Virginia",2024,Asian,Owner,615,115,11.367286925148887,High,Low,668,0.9206586826347305
51085,"Hanover County, Virginia",2024,Asian,Renter,53,57,65.37821873028618,Low,Low,668,0.9206586826347305
51085,"Hanover County, Virginia",2024,Asian,Total,668,122,11.102415230329614,High,Low,668,0.9206586826347305
51085,"Hanover County, Virginia",2024,Multiracial,Owner,1207,256,12.893380306872523,High,Medium,1655,0.7293051359516616
51085,"Hanover County, Virginia",2024,Multiracial,Renter,448,188,25.510204081632654,Medium,Medium,1655,0.7293051359516616
51085,"Hanover County, Virginia",2024,Multiracial,Total,1655,307,11.276503916473061,High,Medium,1655,0.7293051359516616
51085,"Hanover County, Virginia",2024,Another race,Owner,565,188.47546259394085,20.278716689774953,Medium,Low,767,0.7366362451108214
51085,"Hanover County, Virginia",2024,Another race,Renter,202,107.35921013122255,32.3088898646431,Low,Low,767,0.7366362451108214
51085,"Hanover County, Virginia",2024,Another race,Total,767,188.47546259394085,14.938037718021965,High,Low,767,0.7366362451108214
51087,"Henrico County, Virginia",2014,"White, non-Hispanic",Owner,54194,971,1.089186176017646,High,High,74243,0.7299543391296149
51087,"Henrico County, Virginia",2014,"White, non-Hispanic",Renter,20049,835,2.5317910329419364,High,High,74243,0.7299543391296149
51087,"Henrico County, Virginia",2014,"White, non-Hispanic",Total,74243,877,0.7180888421644409,High,High,74243,0.7299543391296149
51087,"Henrico County, Virginia",2014,Black,Owner,18285,664,2.207533040270024,High,High,36221,0.5048176472212252
51087,"Henrico County, Virginia",2014,Black,Renter,17936,818,2.772437765889661,High,High,36221,0.5048176472212252
51087,"Henrico County, Virginia",2014,Black,Total,36221,570,0.9566399582300785,High,High,36221,0.5048176472212252
51087,"Henrico County, Virginia",2014,Hispanic or Latino,Owner,1856,272,8.90891940048213,High,High,4560,0.4070175438596491
51087,"Henrico County, Virginia",2014,Hispanic or Latino,Renter,2704,329,7.396449704142012,High,High,4560,0.4070175438596491
51087,"Henrico County, Virginia",2014,Hispanic or Latino,Total,4560,296,3.9460353010185036,High,High,4560,0.4070175438596491
51087,"Henrico County, Virginia",2014,Asian,Owner,3720,313,5.114880543844167,High,High,6810,0.5462555066079295
51087,"Henrico County, Virginia",2014,Asian,Renter,3090,282,5.547850208044382,High,High,6810,0.5462555066079295
51087,"Henrico County, Virginia",2014,Asian,Total,6810,306,2.7315453316015694,High,High,6810,0.5462555066079295
51087,"Henrico County, Virginia",2014,Multiracial,Owner,837,194,14.08997977288986,High,High,1964,0.42617107942973526
51087,"Henrico County, Virginia",2014,Multiracial,Renter,1127,238,12.837697521191641,High,High,1964,0.42617107942973526
51087,"Henrico County, Virginia",2014,Multiracial,Total,1964,295,9.130921944545898,High,High,1964,0.42617107942973526
51087,"Henrico County, Virginia",2014,Another race,Owner,714,193.04662649215086,16.43607455681429,Medium,Medium,1507,0.47378898473788983
51087,"Henrico County, Virginia",2014,Another race,Renter,793,210.08093678389764,16.104511495639862,Medium,Medium,1507,0.47378898473788983
51087,"Henrico County, Virginia",2014,Another race,Total,1507,298.298508209478,12.032944867597735,High,Medium,1507,0.47378898473788983
51087,"Henrico County, Virginia",2019,"White, non-Hispanic",Owner,53482,922,1.0479905803605885,High,High,74547,0.7174265899365501
51087,"Henrico County, Virginia",2019,"White, non-Hispanic",Renter,21065,861,2.484710445379297,High,High,74547,0.7174265899365501
51087,"Henrico County, Virginia",2019,"White, non-Hispanic",Total,74547,760,0.6197514038490557,High,High,74547,0.7174265899365501
51087,"Henrico County, Virginia",2019,Black,Owner,18725,685,2.2238364425109873,High,High,37170,0.5037664783427496
51087,"Henrico County, Virginia",2019,Black,Renter,18445,930,3.0650558095578657,High,High,37170,0.5037664783427496
51087,"Henrico County, Virginia",2019,Black,Total,37170,739,1.2086094204480686,High,High,37170,0.5037664783427496
51087,"Henrico County, Virginia",2019,Hispanic or Latino,Owner,1975,292,8.98772652071871,High,High,5276,0.3743366186504928
51087,"Henrico County, Virginia",2019,Hispanic or Latino,Renter,3301,289,5.3221414897760555,High,High,5276,0.3743366186504928
51087,"Henrico County, Virginia",2019,Hispanic or Latino,Total,5276,364,4.194021905699031,High,High,5276,0.3743366186504928
51087,"Henrico County, Virginia",2019,Asian,Owner,5264,318,3.67236075054739,High,High,9054,0.5814004859730506
51087,"Henrico County, Virginia",2019,Asian,Renter,3790,411,6.5922961560978734,High,High,9054,0.5814004859730506
51087,"Henrico County, Virginia",2019,Asian,Total,9054,441,2.960957658305486,High,High,9054,0.5814004859730506
51087,"Henrico County, Virginia",2019,Multiracial,Owner,1123,248,13.424744293807025,High,High,2509,0.4475886807493025
51087,"Henrico County, Virginia",2019,Multiracial,Renter,1386,296,12.982626964389882,High,High,2509,0.4475886807493025
51087,"Henrico County, Virginia",2019,Multiracial,Total,2509,390,9.4492653196214,High,High,2509,0.4475886807493025
51087,"Henrico County, Virginia",2019,Another race,Owner,654,186.57706182701023,17.34261563881006,Medium,Medium,2228,0.29353680430879714
51087,"Henrico County, Virginia",2019,Another race,Renter,1574,304.765483609939,11.770506428935978,High,Medium,2228,0.29353680430879714
51087,"Henrico County, Virginia",2019,Another race,Total,2228,363.01515119895475,9.904753297325412,High,Medium,2228,0.29353680430879714
51087,"Henrico County, Virginia",2024,"White, non-Hispanic",Owner,54726,1166,1.295206281594952,High,High,73975,0.739790469753295
51087,"Henrico County, Virginia",2024,"White, non-Hispanic",Renter,19249,927,2.9275590205530753,High,High,73975,0.739790469753295
51087,"Henrico County, Virginia",2024,"White, non-Hispanic",Total,73975,968,0.7954712376131344,High,High,73975,0.739790469753295
51087,"Henrico County, Virginia",2024,Black,Owner,21075,1064,3.069079528532849,High,High,41489,0.5079659668827882
51087,"Henrico County, Virginia",2024,Black,Renter,20414,1059,3.1535661651831406,High,High,41489,0.5079659668827882
51087,"Henrico County, Virginia",2024,Black,Total,41489,928,1.359718813665848,High,High,41489,0.5079659668827882
51087,"Henrico County, Virginia",2024,Hispanic or Latino,Owner,3055,405,8.058939702217204,High,High,6761,0.4518562342848691
51087,"Henrico County, Virginia",2024,Hispanic or Latino,Renter,3706,418,6.856539219240301,High,High,6761,0.4518562342848691
51087,"Henrico County, Virginia",2024,Hispanic or Latino,Total,6761,426,3.830299738937199,High,High,6761,0.4518562342848691
51087,"Henrico County, Virginia",2024,Asian,Owner,7135,497,4.234445123678599,High,High,10370,0.6880424300867888
51087,"Henrico County, Virginia",2024,Asian,Renter,3235,424,7.967565993150524,High,High,10370,0.6880424300867888
51087,"Henrico County, Virginia",2024,Asian,Total,10370,436,2.555888068516559,High,High,10370,0.6880424300867888
51087,"Henrico County, Virginia",2024,Multiracial,Owner,3640,471,7.865994188182637,High,High,6925,0.5256317689530686
51087,"Henrico County, Virginia",2024,Multiracial,Renter,3285,563,10.418546122422544,High,High,6925,0.5256317689530686
51087,"Henrico County, Virginia",2024,Multiracial,Total,6925,676,5.934184104550492,High,High,6925,0.5256317689530686
51087,"Henrico County, Virginia",2024,Another race,Owner,1301,248.72474746192827,11.621864287790233,High,High,3356,0.38766388557806913
51087,"Henrico County, Virginia",2024,Another race,Renter,2055,378.6000528261981,11.199611085016103,High,High,3356,0.38766388557806913
51087,"Henrico County, Virginia",2024,Another race,Total,3356,427.56286087545067,7.744834110579077,High,High,3356,0.38766388557806913
51127,"New Kent County, Virginia",2014,"White, non-Hispanic",Owner,5227,280,3.256414118183409,High,Medium,6015,0.8689941812136326
51127,"New Kent County, Virginia",2014,"White, non-Hispanic",Renter,788,218,16.81761375032787,Medium,Medium,6015,0.8689941812136326
51127,"New Kent County, Virginia",2014,"White, non-Hispanic",Total,6015,190,1.9202247673622428,High,Medium,6015,0.8689941812136326
51127,"New Kent County, Virginia",2014,Black,Owner,720,88,7.429922323539345,High,Low,781,0.9218950064020487
51127,"New Kent County, Virginia",2014,Black,Renter,61,54,53.8143405251881,Low,Low,781,0.9218950064020487
51127,"New Kent County, Virginia",2014,Black,Total,781,106,8.250664528758625,High,Low,781,0.9218950064020487
51127,"New Kent County, Virginia",2014,Hispanic or Latino,Owner,67,60,54.439050945878506,Low,Low,67,1
51127,"New Kent County, Virginia",2014,Hispanic or Latino,Renter,0,19,NA,NA,Low,67,1
51127,"New Kent County, Virginia",2014,Hispanic or Latino,Total,67,60,54.439050945878506,Low,Low,67,1
51127,"New Kent County, Virginia",2014,Asian,Owner,37,34,55.86133245707714,Low,Low,37,1
51127,"New Kent County, Virginia",2014,Asian,Renter,0,19,NA,NA,Low,37,1
51127,"New Kent County, Virginia",2014,Asian,Total,37,34,55.86133245707714,Low,Low,37,1
51127,"New Kent County, Virginia",2014,Multiracial,Owner,137,64,28.398375967874333,Medium,Low,141,0.9716312056737588
51127,"New Kent County, Virginia",2014,Multiracial,Renter,4,7,106.38297872340425,Low,Low,141,0.9716312056737588
51127,"New Kent County, Virginia",2014,Multiracial,Total,141,65,28.023884972730606,Medium,Low,141,0.9716312056737588
51127,"New Kent County, Virginia",2014,Another race,Owner,65,55.263007518592396,51.683897609158194,Low,Low,65,1
51127,"New Kent County, Virginia",2014,Another race,Renter,0,32.90896534380867,NA,NA,Low,65,1
51127,"New Kent County, Virginia",2014,Another race,Total,65,56.36488268416781,52.71440980516044,Low,Low,65,1
51127,"New Kent County, Virginia",2019,"White, non-Hispanic",Owner,5680,309,3.307076501562567,High,Medium,6514,0.8719680687749463
51127,"New Kent County, Virginia",2019,"White, non-Hispanic",Renter,834,227,16.546033689765512,Medium,Medium,6514,0.8719680687749463
51127,"New Kent County, Virginia",2019,"White, non-Hispanic",Total,6514,211,1.969104654646107,High,Medium,6514,0.8719680687749463
51127,"New Kent County, Virginia",2019,Black,Owner,711,144,12.311954137970835,High,Medium,880,0.8079545454545455
51127,"New Kent County, Virginia",2019,Black,Renter,169,76,27.337637812269566,Medium,Medium,880,0.8079545454545455
51127,"New Kent County, Virginia",2019,Black,Total,880,149,10.292898590770932,High,Medium,880,0.8079545454545455
51127,"New Kent County, Virginia",2019,Hispanic or Latino,Owner,158,79,30.3951367781155,Low,Low,227,0.6960352422907489
51127,"New Kent County, Virginia",2019,Hispanic or Latino,Renter,69,60,52.86110744020087,Low,Low,227,0.6960352422907489
51127,"New Kent County, Virginia",2019,Hispanic or Latino,Total,227,80,21.423884953737797,Medium,Low,227,0.6960352422907489
51127,"New Kent County, Virginia",2019,Asian,Owner,137,53,23.517405098395937,Medium,Low,137,1
51127,"New Kent County, Virginia",2019,Asian,Renter,0,23,NA,NA,Low,137,1
51127,"New Kent County, Virginia",2019,Asian,Total,137,53,23.517405098395937,Medium,Low,137,1
51127,"New Kent County, Virginia",2019,Multiracial,Owner,106,70,40.14452027298274,Low,Low,106,1
51127,"New Kent County, Virginia",2019,Multiracial,Renter,0,23,NA,NA,Low,106,1
51127,"New Kent County, Virginia",2019,Multiracial,Total,106,70,40.14452027298274,Low,Low,106,1
51127,"New Kent County, Virginia",2019,Another race,Owner,190,111.29690022637648,35.60931058274724,Low,Low,193,0.9844559585492227
51127,"New Kent County, Virginia",2019,Another race,Renter,3,33.075670817082454,670.226359008763,Low,Low,193,0.9844559585492227
51127,"New Kent County, Virginia",2019,Another race,Total,193,111.99107107265293,35.27444479980249,Low,Low,193,0.9844559585492227
51127,"New Kent County, Virginia",2024,"White, non-Hispanic",Owner,6783,278,2.491478114202008,High,Medium,7315,0.9272727272727272
51127,"New Kent County, Virginia",2024,"White, non-Hispanic",Renter,532,176,20.111067943414767,Medium,Medium,7315,0.9272727272727272
51127,"New Kent County, Virginia",2024,"White, non-Hispanic",Total,7315,257,2.135762174156031,High,Medium,7315,0.9272727272727272
51127,"New Kent County, Virginia",2024,Black,Owner,1168,214,11.137943956364241,High,Low,1222,0.955810147299509
51127,"New Kent County, Virginia",2024,Black,Renter,54,48,54.035798716649786,Low,Low,1222,0.955810147299509
51127,"New Kent County, Virginia",2024,Black,Total,1222,215,10.695506394917894,High,Low,1222,0.955810147299509
51127,"New Kent County, Virginia",2024,Hispanic or Latino,Owner,205,148,43.887612128400924,Low,Low,272,0.7536764705882353
51127,"New Kent County, Virginia",2024,Hispanic or Latino,Renter,67,82,74.40003629270063,Low,Low,272,0.7536764705882353
51127,"New Kent County, Virginia",2024,Hispanic or Latino,Total,272,122,27.266225639191845,Medium,Low,272,0.7536764705882353
51127,"New Kent County, Virginia",2024,Asian,Owner,30,23,46.605876393110435,Low,Low,52,0.5769230769230769
51127,"New Kent County, Virginia",2024,Asian,Renter,22,15,41.44791378833933,Low,Low,52,0.5769230769230769
51127,"New Kent County, Virginia",2024,Asian,Total,52,26,30.3951367781155,Low,Low,52,0.5769230769230769
51127,"New Kent County, Virginia",2024,Multiracial,Owner,362,197,33.08199969772792,Low,Low,366,0.9890710382513661
51127,"New Kent County, Virginia",2024,Multiracial,Renter,4,9,136.77811550151975,Low,Low,366,0.9890710382513661
51127,"New Kent County, Virginia",2024,Multiracial,Total,366,198,32.886541432059396,Low,Low,366,0.9890710382513661
51127,"New Kent County, Virginia",2024,Another race,Owner,165,105.99528291391084,39.05140753943478,Low,Low,234,0.7051282051282052
51127,"New Kent County, Virginia",2024,Another race,Renter,69,85.871997764114,75.65481499855865,Low,Low,234,0.7051282051282052
51127,"New Kent County, Virginia",2024,Another race,Total,234,116.9829047339824,30.39069564180043,Low,Low,234,0.7051282051282052
51145,"Powhatan County, Virginia",2014,"White, non-Hispanic",Owner,7699,252,1.989758272005483,High,High,8662,0.8888247517894251
51145,"Powhatan County, Virginia",2014,"White, non-Hispanic",Renter,963,202,12.751438482200065,High,High,8662,0.8888247517894251
51145,"Powhatan County, Virginia",2014,"White, non-Hispanic",Total,8662,218,1.5299329987599122,High,High,8662,0.8888247517894251
51145,"Powhatan County, Virginia",2014,Black,Owner,584,156,16.238497730774036,Medium,Low,748,0.7807486631016043
51145,"Powhatan County, Virginia",2014,Black,Renter,164,86,31.877826377047963,Low,Low,748,0.7807486631016043
51145,"Powhatan County, Virginia",2014,Black,Total,748,166,13.490889586008484,High,Low,748,0.7807486631016043
51145,"Powhatan County, Virginia",2014,Hispanic or Latino,Owner,58,28,29.347028613352897,Medium,Low,79,0.7341772151898734
51145,"Powhatan County, Virginia",2014,Hispanic or Latino,Renter,21,30,86.84324793747287,Low,Low,79,0.7341772151898734
51145,"Powhatan County, Virginia",2014,Hispanic or Latino,Total,79,33,25.393405409564846,Medium,Low,79,0.7341772151898734
51145,"Powhatan County, Virginia",2014,Asian,Owner,35,19,33.00043421623969,Low,Low,35,1
51145,"Powhatan County, Virginia",2014,Asian,Renter,0,22,NA,NA,Low,35,1
51145,"Powhatan County, Virginia",2014,Asian,Total,35,19,33.00043421623969,Low,Low,35,1
51145,"Powhatan County, Virginia",2014,Multiracial,Owner,50,27,32.82674772036474,Low,Low,67,0.746268656716418
51145,"Powhatan County, Virginia",2014,Multiracial,Renter,17,39,139.46003933488288,Low,Low,67,0.746268656716418
51145,"Powhatan County, Virginia",2014,Multiracial,Total,67,49,44.45855827246745,Low,Low,67,0.746268656716418
51145,"Powhatan County, Virginia",2014,Another race,Owner,13,34.9857113690718,163.59930497578583,Low,Low,13,1
51145,"Powhatan County, Virginia",2014,Another race,Renter,0,38.1051177665153,NA,NA,Low,13,1
51145,"Powhatan County, Virginia",2014,Another race,Total,13,34.9857113690718,163.59930497578583,Low,Low,13,1
51145,"Powhatan County, Virginia",2019,"White, non-Hispanic",Owner,8549,324,2.3039008810643167,High,Medium,9350,0.914331550802139
51145,"Powhatan County, Virginia",2019,"White, non-Hispanic",Renter,801,230,17.455384416895296,Medium,Medium,9350,0.914331550802139
51145,"Powhatan County, Virginia",2019,"White, non-Hispanic",Total,9350,248,1.6124051167855924,High,Medium,9350,0.914331550802139
51145,"Powhatan County, Virginia",2019,Black,Owner,449,127,17.194576262007434,Medium,Low,596,0.7533557046979866
51145,"Powhatan County, Virginia",2019,Black,Renter,147,86,35.5643777267746,Low,Low,596,0.7533557046979866
51145,"Powhatan County, Virginia",2019,Black,Total,596,104,10.607698741355746,High,Low,596,0.7533557046979866
51145,"Powhatan County, Virginia",2019,Hispanic or Latino,Owner,116,76,39.82811026097893,Low,Low,180,0.6444444444444445
51145,"Powhatan County, Virginia",2019,Hispanic or Latino,Renter,64,54,51.29179331306991,Low,Low,180,0.6444444444444445
51145,"Powhatan County, Virginia",2019,Hispanic or Latino,Total,180,70,23.64066193853428,Medium,Low,180,0.6444444444444445
51145,"Powhatan County, Virginia",2019,Asian,Owner,34,27,48.274629000536386,Low,Low,34,1
51145,"Powhatan County, Virginia",2019,Asian,Renter,0,23,NA,NA,Low,34,1
51145,"Powhatan County, Virginia",2019,Asian,Total,34,27,48.274629000536386,Low,Low,34,1
51145,"Powhatan County, Virginia",2019,Multiracial,Owner,91,53,35.40532415912355,Low,Low,127,0.7165354330708661
51145,"Powhatan County, Virginia",2019,Multiracial,Renter,36,42,70.92198581560284,Low,Low,127,0.7165354330708661
51145,"Powhatan County, Virginia",2019,Multiracial,Total,127,63,30.15580499246105,Low,Low,127,0.7165354330708661
51145,"Powhatan County, Virginia",2019,Another race,Owner,31,46.45427859734774,91.09575173516569,Low,Low,31,1
51145,"Powhatan County, Virginia",2019,Another race,Renter,0,39.83716857408418,NA,NA,Low,31,1
51145,"Powhatan County, Virginia",2019,Another race,Total,31,46.45427859734774,91.09575173516569,Low,Low,31,1
51145,"Powhatan County, Virginia",2024,"White, non-Hispanic",Owner,9420,290,1.8714627740240968,High,Medium,10097,0.9329503813013766
51145,"Powhatan County, Virginia",2024,"White, non-Hispanic",Renter,677,210,18.856657971652158,Medium,Medium,10097,0.9329503813013766
51145,"Powhatan County, Virginia",2024,"White, non-Hispanic",Total,10097,284,1.709858144990552,High,Medium,10097,0.9329503813013766
51145,"Powhatan County, Virginia",2024,Black,Owner,516,94,11.074197120708748,High,Low,546,0.945054945054945
51145,"Powhatan County, Virginia",2024,Black,Renter,30,31,62.81661600810538,Low,Low,546,0.945054945054945
51145,"Powhatan County, Virginia",2024,Black,Total,546,94,10.465724751439035,High,Low,546,0.945054945054945
51145,"Powhatan County, Virginia",2024,Hispanic or Latino,Owner,155,83,32.55221100107853,Low,Low,214,0.7242990654205608
51145,"Powhatan County, Virginia",2024,Hispanic or Latino,Renter,59,80,82.42748956777083,Low,Low,214,0.7242990654205608
51145,"Powhatan County, Virginia",2024,Hispanic or Latino,Total,214,113,32.099536971280855,Low,Low,214,0.7242990654205608
51145,"Powhatan County, Virginia",2024,Asian,Owner,40,56,85.1063829787234,Low,Low,40,1
51145,"Powhatan County, Virginia",2024,Asian,Renter,0,28,NA,NA,Low,40,1
51145,"Powhatan County, Virginia",2024,Asian,Total,40,56,85.1063829787234,Low,Low,40,1
51145,"Powhatan County, Virginia",2024,Multiracial,Owner,500,151,18.358662613981764,Medium,Low,500,1
51145,"Powhatan County, Virginia",2024,Multiracial,Renter,0,28,NA,NA,Low,500,1
51145,"Powhatan County, Virginia",2024,Multiracial,Total,500,151,18.358662613981764,Medium,Low,500,1
51145,"Powhatan County, Virginia",2024,Another race,Owner,62,59.481089431852205,58.320511257821565,Low,Low,121,0.512396694214876
51145,"Powhatan County, Virginia",2024,Another race,Renter,59,89.26365441768559,91.97223679118602,Low,Low,121,0.512396694214876
51145,"Powhatan County, Virginia",2024,Another race,Total,121,100.16985574512923,50.32523084987276,Low,Low,121,0.512396694214876
51760,"Richmond city, Virginia",2014,"White, non-Hispanic",Owner,21070,545,1.572410967638628,High,High,39453,0.5340531771981852
51760,"Richmond city, Virginia",2014,"White, non-Hispanic",Renter,18383,874,2.8902082950631507,High,High,39453,0.5340531771981852
51760,"Richmond city, Virginia",2014,"White, non-Hispanic",Total,39453,915,1.409857306261916,High,High,39453,0.5340531771981852
51760,"Richmond city, Virginia",2014,Black,Owner,14045,587,2.5406828463871554,High,High,39399,0.35648112896266404
51760,"Richmond city, Virginia",2014,Black,Renter,25354,798,1.9133327403120748,High,High,39399,0.35648112896266404
51760,"Richmond city, Virginia",2014,Black,Total,39399,775,1.1957781163501364,High,High,39399,0.35648112896266404
51760,"Richmond city, Virginia",2014,Hispanic or Latino,Owner,627,155,15.027898566532386,Medium,Medium,3446,0.1819500870574579
51760,"Richmond city, Virginia",2014,Hispanic or Latino,Renter,2819,242,5.218604540832885,High,Medium,3446,0.1819500870574579
51760,"Richmond city, Virginia",2014,Hispanic or Latino,Total,3446,272,4.7983036585301315,High,Medium,3446,0.1819500870574579
51760,"Richmond city, Virginia",2014,Asian,Owner,361,106,17.84977561484899,Medium,Medium,1568,0.2302295918367347
51760,"Richmond city, Virginia",2014,Asian,Renter,1207,165,8.310186525913931,High,Medium,1568,0.2302295918367347
51760,"Richmond city, Virginia",2014,Asian,Total,1568,183,7.094783202034613,High,Medium,1568,0.2302295918367347
51760,"Richmond city, Virginia",2014,Multiracial,Owner,532,138,15.768905546541124,Medium,Medium,2150,0.2474418604651163
51760,"Richmond city, Virginia",2014,Multiracial,Renter,1618,289,10.85808965250356,High,Medium,2150,0.2474418604651163
51760,"Richmond city, Virginia",2014,Multiracial,Total,2150,300,8.482363752032231,High,Medium,2150,0.2474418604651163
51760,"Richmond city, Virginia",2014,Another race,Owner,226,86.23804264940155,23.19661152040282,Medium,Medium,1064,0.212406015037594
51760,"Richmond city, Virginia",2014,Another race,Renter,838,191.21715404220407,13.871292485524522,High,Medium,1064,0.212406015037594
51760,"Richmond city, Virginia",2014,Another race,Total,1064,194.4453650771856,11.109386216901616,High,Medium,1064,0.212406015037594
51760,"Richmond city, Virginia",2019,"White, non-Hispanic",Owner,23105,569,1.497064083682988,High,High,43171,0.5351972388872159
51760,"Richmond city, Virginia",2019,"White, non-Hispanic",Renter,20066,811,2.4569376983007745,High,High,43171,0.5351972388872159
51760,"Richmond city, Virginia",2019,"White, non-Hispanic",Total,43171,858,1.2081734199172176,High,High,43171,0.5351972388872159
51760,"Richmond city, Virginia",2019,Black,Owner,13343,597,2.7199125618728854,High,High,39435,0.3383542538354254
51760,"Richmond city, Virginia",2019,Black,Renter,26092,910,2.1201574787739617,High,High,39435,0.3383542538354254
51760,"Richmond city, Virginia",2019,Black,Total,39435,856,1.3195505049862744,High,High,39435,0.3383542538354254
51760,"Richmond city, Virginia",2019,Hispanic or Latino,Owner,654,152,14.128626269949713,High,High,3392,0.1928066037735849
51760,"Richmond city, Virginia",2019,Hispanic or Latino,Renter,2738,272,6.039062968332664,High,High,3392,0.1928066037735849
51760,"Richmond city, Virginia",2019,Hispanic or Latino,Total,3392,303,5.430263233354362,High,High,3392,0.1928066037735849
51760,"Richmond city, Virginia",2019,Asian,Owner,642,132,12.49893474987927,High,High,1594,0.4027603513174404
51760,"Richmond city, Virginia",2019,Asian,Renter,952,203,12.962631861255138,High,High,1594,0.4027603513174404
51760,"Richmond city, Virginia",2019,Asian,Total,1594,234,8.924042667602293,High,High,1594,0.4027603513174404
51760,"Richmond city, Virginia",2019,Multiracial,Owner,680,154,13.76720901126408,High,High,2495,0.2725450901803607
51760,"Richmond city, Virginia",2019,Multiracial,Renter,1815,355,11.890108601907441,High,High,2495,0.2725450901803607
51760,"Richmond city, Virginia",2019,Multiracial,Total,2495,390,9.502287249270577,High,High,2495,0.2725450901803607
51760,"Richmond city, Virginia",2019,Another race,Owner,323,106.70988707706518,20.083353642629447,Medium,Medium,1271,0.25413060582218727
51760,"Richmond city, Virginia",2019,Another race,Renter,948,227.442300375282,14.5846831836201,High,Medium,1271,0.25413060582218727
51760,"Richmond city, Virginia",2019,Another race,Total,1271,259.98076851951953,12.434541335689033,High,Medium,1271,0.25413060582218727
51760,"Richmond city, Virginia",2024,"White, non-Hispanic",Owner,26276,690,1.596334630605853,High,High,49921,0.526351635584223
51760,"Richmond city, Virginia",2024,"White, non-Hispanic",Renter,23645,915,2.3524254727828873,High,High,49921,0.526351635584223
51760,"Richmond city, Virginia",2024,"White, non-Hispanic",Total,49921,864,1.0521182739244725,High,High,49921,0.526351635584223
51760,"Richmond city, Virginia",2024,Black,Owner,14568,799,3.334117831646662,High,High,40152,0.36282127913927076
51760,"Richmond city, Virginia",2024,Black,Renter,25584,1052,2.4996625930720375,High,High,40152,0.36282127913927076
51760,"Richmond city, Virginia",2024,Black,Total,40152,917,1.3883413242444669,High,High,40152,0.36282127913927076
51760,"Richmond city, Virginia",2024,Hispanic or Latino,Owner,2184,421,11.71827159669105,High,High,7311,0.29872794419368076
51760,"Richmond city, Virginia",2024,Hispanic or Latino,Renter,5127,520,6.165582650524697,High,High,7311,0.29872794419368076
51760,"Richmond city, Virginia",2024,Hispanic or Latino,Total,7311,467,3.883060833095319,High,High,7311,0.29872794419368076
51760,"Richmond city, Virginia",2024,Asian,Owner,806,147,11.08705981732749,High,High,2001,0.4027986006996502
51760,"Richmond city, Virginia",2024,Asian,Renter,1195,195,9.919751751853594,High,High,2001,0.4027986006996502
51760,"Richmond city, Virginia",2024,Asian,Total,2001,194,5.89370968011435,High,High,2001,0.4027986006996502
51760,"Richmond city, Virginia",2024,Multiracial,Owner,2457,398,9.847183099462734,High,High,7057,0.3481649426101743
51760,"Richmond city, Virginia",2024,Multiracial,Renter,4600,649,8.576714682172591,High,High,7057,0.3481649426101743
51760,"Richmond city, Virginia",2024,Multiracial,Total,7057,722,6.219438501856141,High,High,7057,0.3481649426101743
51760,"Richmond city, Virginia",2024,Another race,Owner,787,254.83524089105103,19.684249054047037,Medium,Medium,3886,0.2025218733916624
51760,"Richmond city, Virginia",2024,Another race,Renter,3099,504.101180319983,9.888495854040237,High,Medium,3886,0.2025218733916624
