geoid,name,year,tenure,burden,estimate,moe,share,cv,reliability
51075,"Goochland County, Virginia",2014,Renter,Not cost-burdened,411,138.2244551445221,0.49339735894357745,20.444531485149586,Medium
51075,"Goochland County, Virginia",2014,Renter,Cost-burdened,176,108.63240768757728,0.2112845138055222,37.52155557045361,Low
51075,"Goochland County, Virginia",2014,Renter,Severely cost-burdened,246,123,0.29531812725090034,30.395136778115507,Low
51075,"Goochland County, Virginia",2014,Renter,Not computed,185,94,NA,30.888030888030887,Low
51085,"Hanover County, Virginia",2014,Renter,Not cost-burdened,3066,373.9251261950713,0.5215172648409594,7.413897818312649,High
51085,"Hanover County, Virginia",2014,Renter,Cost-burdened,1602,296.1638060263273,0.27249532233373025,11.238376270783377,High
51085,"Hanover County, Virginia",2014,Renter,Severely cost-burdened,1211,211,0.20598741282531044,10.591864343818944,High
51085,"Hanover County, Virginia",2014,Renter,Not computed,672,186,NA,16.825879287885368,Medium
51087,"Henrico County, Virginia",2014,Renter,Not cost-burdened,22230,1200.059165208116,0.5157652954687826,3.2816880313388928,High
51087,"Henrico County, Virginia",2014,Renter,Cost-burdened,10403,730.8282972080377,0.24136330943597598,4.270619255014045,High
51087,"Henrico County, Virginia",2014,Renter,Severely cost-burdened,10468,753,0.24287139509524142,4.372857851341417,High
51087,"Henrico County, Virginia",2014,Renter,Not computed,1655,271,NA,9.954177724313356,High
51127,"New Kent County, Virginia",2014,Renter,Not cost-burdened,455,175.95453958338217,0.6701030927835051,23.50840570271314,Medium
51127,"New Kent County, Virginia",2014,Renter,Cost-burdened,125,88.47033401089882,0.18409425625920472,43.025086449069335,Low
51127,"New Kent County, Virginia",2014,Renter,Severely cost-burdened,99,61,0.14580265095729014,37.45663320131405,Low
51127,"New Kent County, Virginia",2014,Renter,Not computed,174,105,NA,36.68378576669112,Low
51145,"Powhatan County, Virginia",2014,Renter,Not cost-burdened,586,168.28250057566888,0.5586272640610105,17.457234206009407,Medium
51145,"Powhatan County, Virginia",2014,Renter,Cost-burdened,231,101.3015300970326,0.2202097235462345,26.658648165642333,Medium
51145,"Powhatan County, Virginia",2014,Renter,Severely cost-burdened,232,122,0.22116301239275502,31.967299025259404,Low
51145,"Powhatan County, Virginia",2014,Renter,Not computed,116,62,NA,32.491353107640705,Low
51760,"Richmond city, Virginia",2014,Renter,Not cost-burdened,20523,950.8937900733183,0.44015270122461236,2.8166005760112225,High
51760,"Richmond city, Virginia",2014,Renter,Cost-burdened,12446,834.9071804697813,0.2669268878546765,4.077955639950147,High
51760,"Richmond city, Virginia",2014,Renter,Severely cost-burdened,13658,764,0.2929204109207112,3.4004809633153084,High
51760,"Richmond city, Virginia",2014,Renter,Not computed,2582,411,NA,9.67653076359835,High
51,Virginia,2019,Owner,Not cost-burdened,1630789,8895.132432965796,0.7863415391529172,0.33158031720774017,High
51,Virginia,2019,Owner,Cost-burdened,278562,3590.850038639876,0.13431834028161516,0.7836271858628266,High
51,Virginia,2019,Owner,Severely cost-burdened,164543,2763.6289548345667,0.07934012056546767,1.0210204030090255,High
51,Virginia,2019,Owner,Not computed,13817,844.4607746959002,NA,3.7153507636441,High
51036,"Charles City County, Virginia",2019,Owner,Not cost-burdened,1773,145.64340012510007,0.7430846605196982,4.99362782586827,High
51036,"Charles City County, Virginia",2019,Owner,Cost-burdened,377,74.67931440499437,0.15800502933780386,12.041846025653555,High
51036,"Charles City County, Virginia",2019,Owner,Severely cost-burdened,236,55.94640292279746,0.0989103101424979,14.411004822728726,High
51036,"Charles City County, Virginia",2019,Owner,Not computed,44,24.698178070456937,NA,34.12293184644506,Low
51041,"Chesterfield County, Virginia",2019,Owner,Not cost-burdened,76091,1660.594170771414,0.8067409535724509,1.3266742966589589,High
51041,"Chesterfield County, Virginia",2019,Owner,Cost-burdened,12154,770.377829379844,0.128860568920366,3.8531741804884128,High
51041,"Chesterfield County, Virginia",2019,Owner,Severely cost-burdened,6074,539.6897256757812,0.06439847750718307,5.401364184938757,High
51041,"Chesterfield County, Virginia",2019,Owner,Not computed,379,138.2244551445221,NA,22.170718840096253,Medium
51075,"Goochland County, Virginia",2019,Owner,Not cost-burdened,5903,478.737924129685,0.8220303578888735,4.930138805621839,High
51075,"Goochland County, Virginia",2019,Owner,Cost-burdened,658,167.71702358436963,0.09163069210416376,15.494777726034462,Medium
51075,"Goochland County, Virginia",2019,Owner,Severely cost-burdened,620,175.07141400011596,0.08633895000696282,17.165547014424547,Medium
51075,"Goochland County, Virginia",2019,Owner,Not computed,39,42.720018726587654,NA,66.5887596081173,Low
51085,"Hanover County, Virginia",2019,Owner,Not cost-burdened,26540,934.9021339156308,0.8275130955350462,2.141407553467796,High
51085,"Hanover County, Virginia",2019,Owner,Cost-burdened,3610,375.114649140766,0.11255924170616113,6.316709733024038,High
51085,"Hanover County, Virginia",2019,Owner,Severely cost-burdened,1922,261.00766272276377,0.059927662758792716,8.255321132772782,High
51085,"Hanover County, Virginia",2019,Owner,Not computed,102,54.378304497290095,NA,32.40854907759109,Low
51087,"Henrico County, Virginia",2019,Owner,Not cost-burdened,63056,1615.1006160608076,0.787963610916725,1.5570668655032622,High
51087,"Henrico County, Virginia",2019,Owner,Cost-burdened,10650,800.5223294824449,0.1330850744776567,4.569386985644048,High
51087,"Henrico County, Virginia",2019,Owner,Severely cost-burdened,6318,639.4153579638199,0.07895131460561831,6.152300494883821,High
51087,"Henrico County, Virginia",2019,Owner,Not computed,465,170.88007490635061,NA,22.33945483627161,Medium
51127,"New Kent County, Virginia",2019,Owner,Not cost-burdened,5373,508.77893038135926,0.7840361885305706,5.756339169463882,High
51127,"New Kent County, Virginia",2019,Owner,Cost-burdened,823,219.62923302693565,0.1200933897563111,16.22274745644304,Medium
51127,"New Kent County, Virginia",2019,Owner,Severely cost-burdened,657,212.05895406702354,0.09587042171311834,19.621189996624942,Medium
51127,"New Kent County, Virginia",2019,Owner,Not computed,33,57.77542730261716,NA,106.42981910770408,Low
51145,"Powhatan County, Virginia",2019,Owner,Not cost-burdened,7620,623.9623386070668,0.8300653594771242,4.97780068933192,High
51145,"Powhatan County, Virginia",2019,Owner,Cost-burdened,935,218.25443867193172,0.10185185185185185,14.190103777249597,High
51145,"Powhatan County, Virginia",2019,Owner,Severely cost-burdened,625,161.7714437099453,0.06808278867102396,15.7346085067424,Medium
51145,"Powhatan County, Virginia",2019,Owner,Not computed,73,94.14881836751856,NA,78.40181402133368,Low
51760,"Richmond city, Virginia",2019,Owner,Not cost-burdened,27622,973.6601049647664,0.7247586062132662,2.142823261588471,High
51760,"Richmond city, Virginia",2019,Owner,Cost-burdened,5904,473.00528538273227,0.15491183879093198,4.870277894979575,High
51760,"Richmond city, Virginia",2019,Owner,Severely cost-burdened,4586,417.3559631777172,0.12032955499580185,5.532312074116376,High
51760,"Richmond city, Virginia",2019,Owner,Not computed,382,145.34441853748632,NA,23.129651734987238,Medium
51,Virginia,2019,Renter,Not cost-burdened,516078,5230.792960919023,0.5216217964526992,0.6161497583897686,High
51,Virginia,2019,Renter,Cost-burdened,249264,3497.1860116385,0.2519416357042649,0.8528904868915242,High
51,Virginia,2019,Renter,Severely cost-burdened,224030,3368,0.22643656784303579,0.9139027868472349,High
51,Virginia,2019,Renter,Not computed,73962,1890,NA,1.553414145389208,High
51036,"Charles City County, Virginia",2019,Renter,Not cost-burdened,174,46.021733996015406,0.45789473684210524,16.078585052585474,Medium
51036,"Charles City County, Virginia",2019,Renter,Cost-burdened,52,25.729360660537214,0.1368421052631579,30.078747557326647,Low
51036,"Charles City County, Virginia",2019,Renter,Severely cost-burdened,154,59,0.4052631578947368,23.2897801286859,Medium
51036,"Charles City County, Virginia",2019,Renter,Not computed,86,30,NA,21.205909380080584,Medium
51041,"Chesterfield County, Virginia",2019,Renter,Not cost-burdened,15071,887.5330979743798,0.520569237677455,3.5799469057177173,High
51041,"Chesterfield County, Virginia",2019,Renter,Cost-burdened,7918,610.362187557519,0.2734965976995613,4.68604247916155,High
51041,"Chesterfield County, Virginia",2019,Renter,Severely cost-burdened,5962,548,0.20593416462298367,5.587566237640823,High
51041,"Chesterfield County, Virginia",2019,Renter,Not computed,1322,227,NA,10.438269362529832,High
51075,"Goochland County, Virginia",2019,Renter,Not cost-burdened,609,170.29973576021777,0.6383647798742138,16.999289857828398,Medium
51075,"Goochland County, Virginia",2019,Renter,Cost-burdened,157,99.22197337283713,0.16457023060796647,38.41866817913272,Low
51075,"Goochland County, Virginia",2019,Renter,Severely cost-burdened,188,107,0.1970649895178197,34.59871952402509,Low
51075,"Goochland County, Virginia",2019,Renter,Not computed,332,118,NA,21.60618156516644,Medium
51085,"Hanover County, Virginia",2019,Renter,Not cost-burdened,3835,422.97281236505023,0.6060366624525917,6.704728284359783,High
51085,"Hanover County, Virginia",2019,Renter,Cost-burdened,1263,247.204368893432,0.19958912768647283,11.898354084977967,High
51085,"Hanover County, Virginia",2019,Renter,Severely cost-burdened,1230,235,0.19437420986093554,11.614401858304298,High
51085,"Hanover County, Virginia",2019,Renter,Not computed,485,132,NA,16.544981668912353,Medium
51087,"Henrico County, Virginia",2019,Renter,Not cost-burdened,23913,1166.0698949891469,0.51962190352020865,2.9643168110264626,High
51087,"Henrico County, Virginia",2019,Renter,Cost-burdened,11845,835.1802200722907,0.25738809213385483,4.286267120890482,High
51087,"Henrico County, Virginia",2019,Renter,Severely cost-burdened,10262,782,0.22299000434593655,4.632429733090299,High
51087,"Henrico County, Virginia",2019,Renter,Not computed,1955,348,NA,10.820979640699942,High
51127,"New Kent County, Virginia",2019,Renter,Not cost-burdened,437,182.0604295282201,0.48180815876515987,25.32609454184306,Medium
51127,"New Kent County, Virginia",2019,Renter,Cost-burdened,184,115.21718621802913,0.20286659316427783,38.06567537268043,Low
51127,"New Kent County, Virginia",2019,Renter,Severely cost-burdened,286,134,0.3153252480705623,28.48215614173061,Medium
51127,"New Kent County, Virginia",2019,Renter,Not computed,168,118,NA,42.69793023592416,Low
51145,"Powhatan County, Virginia",2019,Renter,Not cost-burdened,613,209.57814771583415,0.702176403207331,20.783544748864188,Medium
51145,"Powhatan County, Virginia",2019,Renter,Cost-burdened,232,140.98581488930012,0.26575028636884307,36.94209592529612,Low
51145,"Powhatan County, Virginia",2019,Renter,Severely cost-burdened,28,31,0.032073310423825885,67.30351715154147,Low
51145,"Powhatan County, Virginia",2019,Renter,Not computed,139,84,NA,36.7365681922547,Low
51760,"Richmond city, Virginia",2019,Renter,Not cost-burdened,22301,1103.11060188904,0.45339215646410636,3.00696808446318,High
51760,"Richmond city, Virginia",2019,Renter,Cost-burdened,12257,860.6125725319146,0.24919185963770915,4.268326157309846,High
51760,"Richmond city, Virginia",2019,Renter,Severely cost-burdened,14629,803,0.29741598389818447,3.3368370815266593,High
51760,"Richmond city, Virginia",2019,Renter,Not computed,2620,380,NA,8.816909905102206,High
51,Virginia,2022,Owner,Not cost-burdened,1744076,9921.021771974902,0.7980269825690864,0.34580008409936147,High
51,Virginia,2022,Owner,Cost-burdened,271281,3908.0827780383565,0.12412851152032615,0.8757466286151514,High
51,Virginia,2022,Owner,Severely cost-burdened,170128,3482.1214797878606,0.07784450591058735,1.2442344429625454,High
51,Virginia,2022,Owner,Not computed,13814,914.3987095353974,NA,4.0239284560678605,High
51036,"Charles City County, Virginia",2022,Owner,Not cost-burdened,1970,170.99415194678443,0.8106995884773662,5.2765387174420075,High
51036,"Charles City County, Virginia",2022,Owner,Cost-burdened,244,57.19265687131522,0.10041152263374485,14.249005150061095,High
51036,"Charles City County, Virginia",2022,Owner,Severely cost-burdened,216,56.60388679233962,0.08888888888888889,15.930397048390077,Medium
51036,"Charles City County, Virginia",2022,Owner,Not computed,29,15.652475842498529,NA,32.81097545854424,Low
51041,"Chesterfield County, Virginia",2022,Owner,Not cost-burdened,83662,2105.0384794582733,0.8097602524269966,1.5295578041722764,High
51041,"Chesterfield County, Virginia",2022,Owner,Cost-burdened,12858,1053.8249380233892,0.12445192949853363,4.982291667663712,High
51041,"Chesterfield County, Virginia",2022,Owner,Severely cost-burdened,6797,685.9103439954816,0.06578781807446983,6.134570758648498,High
51041,"Chesterfield County, Virginia",2022,Owner,Not computed,514,184.4911922016875,NA,21.819591522676607,Medium
51075,"Goochland County, Virginia",2022,Owner,Not cost-burdened,6809,559.9714278425284,0.825533462657614,4.999385560613978,High
51075,"Goochland County, Virginia",2022,Owner,Cost-burdened,882,245.72952610543163,0.10693501454898158,16.93646838185056,Medium
51075,"Goochland County, Virginia",2022,Owner,Severely cost-burdened,557,168.88457596832222,0.06753152279340446,18.431848424672147,Medium
51075,"Goochland County, Virginia",2022,Owner,Not computed,24,35.35533905932738,NA,89.55253054540876,Low
51085,"Hanover County, Virginia",2022,Owner,Not cost-burdened,28977,1163.9420088647028,0.8456487480301174,2.4418108542110755,High
51085,"Hanover County, Virginia",2022,Owner,Cost-burdened,3446,407.74869711625075,0.10056615887468628,7.193022298286031,High
51085,"Hanover County, Virginia",2022,Owner,Severely cost-burdened,1843,291.7344683097971,0.053785093095196405,9.622690251944748,High
51085,"Hanover County, Virginia",2022,Owner,Not computed,94,58.60034129593445,NA,37.897135934769736,Low
51087,"Henrico County, Virginia",2022,Owner,Not cost-burdened,69970,2103.2230029171897,0.8134627681218393,1.8272902915119849,High
51087,"Henrico County, Virginia",2022,Owner,Cost-burdened,9666,737.0210309075312,0.11237574841597396,4.6351862285913725,High
51087,"Henrico County, Virginia",2022,Owner,Severely cost-burdened,6379,844.2612155014584,0.07416148346218683,8.045598094254546,High
51087,"Henrico County, Virginia",2022,Owner,Not computed,555,209.42301688209918,NA,22.938527000421608,Medium
51127,"New Kent County, Virginia",2022,Owner,Not cost-burdened,6442,662.7148708154963,0.804345111749282,6.253743912861892,High
51127,"New Kent County, Virginia",2022,Owner,Cost-burdened,998,257.5189313429209,0.1246098139592958,15.686018318882194,Medium
51127,"New Kent County, Virginia",2022,Owner,Severely cost-burdened,569,204.79257799051214,0.07104507429142215,21.879432053302295,Medium
51127,"New Kent County, Virginia",2022,Owner,Not computed,2,25.317977802344327,NA,769.5433982475479,Low
51145,"Powhatan County, Virginia",2022,Owner,Not cost-burdened,8624,734.3337116052892,0.8604210316272574,5.176292580014839,High
51145,"Powhatan County, Virginia",2022,Owner,Cost-burdened,913,255.28219679405768,0.09109049186870198,16.99745298701683,Medium
51145,"Powhatan County, Virginia",2022,Owner,Severely cost-burdened,486,186.1316738225926,0.04848847650404071,23.281883475626678,Medium
51145,"Powhatan County, Virginia",2022,Owner,Not computed,76,100.84145972763385,NA,80.66026214016465,Low
51760,"Richmond city, Virginia",2022,Owner,Not cost-burdened,32013,1295.331617772067,0.7391083508415487,2.4597370877580733,High
51760,"Richmond city, Virginia",2022,Owner,Cost-burdened,6274,676.4074216032819,0.1448525846743472,6.553871883125339,High
51760,"Richmond city, Virginia",2022,Owner,Severely cost-burdened,5026,662.564713820469,0.11603906448410407,8.013826144419463,High
51760,"Richmond city, Virginia",2022,Owner,Not computed,439,170.29386365926402,NA,23.581345231877368,Medium
51,Virginia,2022,Renter,Not cost-burdened,530981,6513.571907947282,0.5219789510108666,0.7457174891611881,High
51,Virginia,2022,Renter,Cost-burdened,249803,4117.026718397635,0.2455679353863274,1.0018902112853099,High
51,Virginia,2022,Renter,Severely cost-burdened,236462,4904,0.23245311360280602,1.2607332320616287,High
51,Virginia,2022,Renter,Not computed,73231,2230,NA,1.851160164826305,High
51036,"Charles City County, Virginia",2022,Renter,Not cost-burdened,185,46.88283267892417,0.5377906976744186,15.405514722393548,Medium
51036,"Charles City County, Virginia",2022,Renter,Cost-burdened,42,20.639767440550294,0.12209302325581395,29.873740686858145,Medium
51036,"Charles City County, Virginia",2022,Renter,Severely cost-burdened,117,52,0.34011627906976744,27.017899358324893,Medium
51036,"Charles City County, Virginia",2022,Renter,Not computed,102,35,NA,20.859407592824365,Medium
51041,"Chesterfield County, Virginia",2022,Renter,Not cost-burdened,14493,1110.2143937096114,0.505352348408243,4.656747167575548,High
51041,"Chesterfield County, Virginia",2022,Renter,Cost-burdened,7601,724.97793069858335,0.2650371351860246,5.798132710090405,High
51041,"Chesterfield County, Virginia",2022,Renter,Severely cost-burdened,6585,620,0.2296105164057324,5.723609659052881,High
51041,"Chesterfield County, Virginia",2022,Renter,Not computed,1634,328,NA,12.202698730993738,High
51075,"Goochland County, Virginia",2022,Renter,Not cost-burdened,738,211.65065556241493,0.5866454689984102,17.43401253386833,Medium
51075,"Goochland County, Virginia",2022,Renter,Cost-burdened,345,154.02921800749363,0.2742448330683625,27.140516806747478,Medium
51075,"Goochland County, Virginia",2022,Renter,Severely cost-burdened,175,98,0.13910969793322733,34.04255319148936,Low
51075,"Goochland County, Virginia",2022,Renter,Not computed,258,101,NA,23.7977427487571,Medium
51085,"Hanover County, Virginia",2022,Renter,Not cost-burdened,3522,494.24993677288415,0.5451168549760099,8.530831590452442,High
51085,"Hanover County, Virginia",2022,Renter,Cost-burdened,1378,305.3358806298402,0.21327967806841047,13.469848846168853,High
51085,"Hanover County, Virginia",2022,Renter,Severely cost-burdened,1561,277,0.24160346695557963,10.787255461291473,High
51085,"Hanover County, Virginia",2022,Renter,Not computed,562,164,NA,17.739510432779156,Medium
51087,"Henrico County, Virginia",2022,Renter,Not cost-burdened,22526,1487.9230490855366,0.4922962606814258,4.0154154836425064,High
51087,"Henrico County, Virginia",2022,Renter,Cost-burdened,12715,1004.5003733199903,0.27788097995935046,4.802505110614107,High
51087,"Henrico County, Virginia",2022,Renter,Severely cost-burdened,10516,944,0.22982275935922372,5.457019611742304,High
51087,"Henrico County, Virginia",2022,Renter,Not computed,1767,336,NA,11.559440812050717,High
51127,"New Kent County, Virginia",2022,Renter,Not cost-burdened,281,134.28328265275616,0.49559082892416223,29.050240165443903,Medium
51127,"New Kent County, Virginia",2022,Renter,Cost-burdened,174,111.42710621747295,0.30687830687830686,38.92921993413442,Low
51127,"New Kent County, Virginia",2022,Renter,Severely cost-burdened,112,136,0.19753086419753085,73.81676074685194,Low
51127,"New Kent County, Virginia",2022,Renter,Not computed,97,68,NA,42.61586187447122,Low
51145,"Powhatan County, Virginia",2022,Renter,Not cost-burdened,489,210.3663471185446,0.6051980198019802,26.15179506822367,Medium
51145,"Powhatan County, Virginia",2022,Renter,Cost-burdened,188,112.43220179290273,0.23267326732673269,36.35523565702087,Low
51145,"Powhatan County, Virginia",2022,Renter,Severely cost-burdened,131,80,0.16212871287128713,37.12383117937771,Low
51145,"Powhatan County, Virginia",2022,Renter,Not computed,170,84,NA,30.03754693366708,Low
51760,"Richmond city, Virginia",2022,Renter,Not cost-burdened,25707,1359.734900633208,0.4676635922065164,3.2154143452541057,High
51760,"Richmond city, Virginia",2022,Renter,Cost-burdened,14122,969.8293664351477,0.2569084393021521,4.174776411872173,High
51760,"Richmond city, Virginia",2022,Renter,Severely cost-burdened,15140,1066,0.2754279684913315,4.280213448543081,High
51760,"Richmond city, Virginia",2022,Renter,Not computed,2480,338,NA,8.285125992744387,High
51,Virginia,2024,Owner,Not cost-burdened,1790767,11018.180521302054,0.7953457117249478,0.3740286748537849,High
51,Virginia,2024,Owner,Cost-burdened,274907,4223.848363755498,0.12209634395383108,0.9340209506950912,High
51,Virginia,2024,Owner,Severely cost-burdened,185884,2915.161230532541,0.08255794432122113,0.9533550422015459,High
51,Virginia,2024,Owner,Not computed,15051,1067.8394074016935,NA,4.312952607140559,High
51036,"Charles City County, Virginia",2024,Owner,Not cost-burdened,1996,188.50198937942272,0.8025733815842381,5.741025801737906,High
51036,"Charles City County, Virginia",2024,Owner,Cost-burdened,266,64.17943595888016,0.10695617209489344,14.667238603853134,High
51036,"Charles City County, Virginia",2024,Owner,Severely cost-burdened,225,70.03570517957252,0.09047044632086852,18.922176340310035,Medium
51036,"Charles City County, Virginia",2024,Owner,Not computed,24,13.601470508735444,NA,34.45154637470984,Low
51041,"Chesterfield County, Virginia",2024,Owner,Not cost-burdened,85881,2189.5353388333333,0.8026861821444594,1.5498474890687495,High
51041,"Chesterfield County, Virginia",2024,Owner,Cost-burdened,13066,1109.2118823741478,0.12212128009570809,5.1606684342068245,High
51041,"Chesterfield County, Virginia",2024,Owner,Severely cost-burdened,8045,693.7816659439769,0.0751925377598325,5.242408609202241,High
51041,"Chesterfield County, Virginia",2024,Owner,Not computed,546,180.8535318980528,NA,20.135779629474687,Medium
51075,"Goochland County, Virginia",2024,Owner,Not cost-burdened,7308,621.866545168656,0.8345323741007195,5.1728841538411166,High
51075,"Goochland County, Virginia",2024,Owner,Cost-burdened,934,271.0885464197999,0.10665753111796278,17.64405449124268,Medium
51075,"Goochland County, Virginia",2024,Owner,Severely cost-burdened,515,156.92354826475216,0.0588100947813178,18.523156167822723,Medium
51075,"Goochland County, Virginia",2024,Owner,Not computed,27,35.35533905932738,NA,79.60224937369668,Low
51085,"Hanover County, Virginia",2024,Owner,Not cost-burdened,29195,1207.6572361394603,0.8377091044733294,2.5146022862503736,High
51085,"Hanover County, Virginia",2024,Owner,Cost-burdened,3615,445.7297387431088,0.1037272962038392,7.495444744216033,High
51085,"Hanover County, Virginia",2024,Owner,Severely cost-burdened,2041,383.0469945058961,0.058563599322831485,11.408883675112953,High
51085,"Hanover County, Virginia",2024,Owner,Not computed,204,120.56948204251356,NA,35.92868527400726,Low
51087,"Henrico County, Virginia",2024,Owner,Not cost-burdened,71390,2132.0755146101183,0.811655827913957,1.8155127297337315,High
51087,"Henrico County, Virginia",2024,Owner,Cost-burdened,9957,882.9371438556655,0.113204329437446,5.390578538509912,High
51087,"Henrico County, Virginia",2024,Owner,Severely cost-burdened,6609,728.6878618448368,0.07513984264859702,6.702547202096035,High
51087,"Henrico County, Virginia",2024,Owner,Not computed,615,189.20095137181525,NA,18.701752180474486,Medium
51127,"New Kent County, Virginia",2024,Owner,Not cost-burdened,7107,716.3539627865542,0.8337634913186297,6.1273889631187215,High
51127,"New Kent County, Virginia",2024,Owner,Cost-burdened,910,237.507894605632,0.10675739089629283,15.866120752572366,Medium
51127,"New Kent County, Virginia",2024,Owner,Severely cost-burdened,507,182.96447742663054,0.05947911778507743,21.93779217719472,Medium
