geoid,name,year,variable,label,value
51127,"New Kent County, Virginia",2022,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",37.2414357
51127,"New Kent County, Virginia",2023,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",43.91006843
51127,"New Kent County, Virginia",2024,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",35.56038521
51127,"New Kent County, Virginia",2025,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",29.01227861
51127,"New Kent County, Virginia",2021,RNETMIG,"Net migration rate (per 1,000)",37.60356915
51127,"New Kent County, Virginia",2022,RNETMIG,"Net migration rate (per 1,000)",37.32319516
51127,"New Kent County, Virginia",2023,RNETMIG,"Net migration rate (per 1,000)",44.37927664
51127,"New Kent County, Virginia",2024,RNETMIG,"Net migration rate (per 1,000)",35.71027092
51127,"New Kent County, Virginia",2025,RNETMIG,"Net migration rate (per 1,000)",28.68629795
51145,"Powhatan County, Virginia",2020,BIRTHS,Births,53
51145,"Powhatan County, Virginia",2021,BIRTHS,Births,291
51145,"Powhatan County, Virginia",2022,BIRTHS,Births,275
51145,"Powhatan County, Virginia",2023,BIRTHS,Births,262
51145,"Powhatan County, Virginia",2024,BIRTHS,Births,253
51145,"Powhatan County, Virginia",2025,BIRTHS,Births,248
51145,"Powhatan County, Virginia",2020,DEATHS,Deaths,69
51145,"Powhatan County, Virginia",2021,DEATHS,Deaths,294
51145,"Powhatan County, Virginia",2022,DEATHS,Deaths,316
51145,"Powhatan County, Virginia",2023,DEATHS,Deaths,289
51145,"Powhatan County, Virginia",2024,DEATHS,Deaths,282
51145,"Powhatan County, Virginia",2025,DEATHS,Deaths,285
51145,"Powhatan County, Virginia",2020,NATURALCHG,Natural change,-16
51145,"Powhatan County, Virginia",2021,NATURALCHG,Natural change,-3
51145,"Powhatan County, Virginia",2022,NATURALCHG,Natural change,-41
51145,"Powhatan County, Virginia",2023,NATURALCHG,Natural change,-27
51145,"Powhatan County, Virginia",2024,NATURALCHG,Natural change,-29
51145,"Powhatan County, Virginia",2025,NATURALCHG,Natural change,-37
51145,"Powhatan County, Virginia",2020,INTERNATIONALMIG,Net international migration,0
51145,"Powhatan County, Virginia",2021,INTERNATIONALMIG,Net international migration,1
51145,"Powhatan County, Virginia",2022,INTERNATIONALMIG,Net international migration,19
51145,"Powhatan County, Virginia",2023,INTERNATIONALMIG,Net international migration,21
51145,"Powhatan County, Virginia",2024,INTERNATIONALMIG,Net international migration,45
51145,"Powhatan County, Virginia",2025,INTERNATIONALMIG,Net international migration,22
51145,"Powhatan County, Virginia",2020,DOMESTICMIG,Net domestic migration,130
51145,"Powhatan County, Virginia",2021,DOMESTICMIG,Net domestic migration,831
51145,"Powhatan County, Virginia",2022,DOMESTICMIG,Net domestic migration,367
51145,"Powhatan County, Virginia",2023,DOMESTICMIG,Net domestic migration,514
51145,"Powhatan County, Virginia",2024,DOMESTICMIG,Net domestic migration,249
51145,"Powhatan County, Virginia",2025,DOMESTICMIG,Net domestic migration,247
51145,"Powhatan County, Virginia",2020,NETMIG,Net migration,130
51145,"Powhatan County, Virginia",2021,NETMIG,Net migration,832
51145,"Powhatan County, Virginia",2022,NETMIG,Net migration,386
51145,"Powhatan County, Virginia",2023,NETMIG,Net migration,535
51145,"Powhatan County, Virginia",2024,NETMIG,Net migration,294
51145,"Powhatan County, Virginia",2025,NETMIG,Net migration,269
51145,"Powhatan County, Virginia",2020,RESIDUAL,Residual,-2
51145,"Powhatan County, Virginia",2021,RESIDUAL,Residual,-32
51145,"Powhatan County, Virginia",2022,RESIDUAL,Residual,-3
51145,"Powhatan County, Virginia",2023,RESIDUAL,Residual,2
51145,"Powhatan County, Virginia",2024,RESIDUAL,Residual,-5
51145,"Powhatan County, Virginia",2025,RESIDUAL,Residual,-3
51145,"Powhatan County, Virginia",2021,RBIRTH,"Birth rate (per 1,000)",9.43228044
51145,"Powhatan County, Virginia",2022,RBIRTH,"Birth rate (per 1,000)",8.752108463
51145,"Powhatan County, Virginia",2023,RBIRTH,"Birth rate (per 1,000)",8.226834553
51145,"Powhatan County, Virginia",2024,RBIRTH,"Birth rate (per 1,000)",7.849342269
51145,"Powhatan County, Virginia",2025,RBIRTH,"Birth rate (per 1,000)",7.636290857
51145,"Powhatan County, Virginia",2021,RDEATH,"Death rate (per 1,000)",9.529520445
51145,"Powhatan County, Virginia",2022,RDEATH,"Death rate (per 1,000)",10.05696827
51145,"Powhatan County, Virginia",2023,RDEATH,"Death rate (per 1,000)",9.074638114
51145,"Powhatan County, Virginia",2024,RDEATH,"Death rate (per 1,000)",8.749069248
51145,"Powhatan County, Virginia",2025,RDEATH,"Death rate (per 1,000)",8.775576186
51145,"Powhatan County, Virginia",2021,RNATURALCHG,"Natural change rate (per 1,000)",-0.097240005
51145,"Powhatan County, Virginia",2022,RNATURALCHG,"Natural change rate (per 1,000)",-1.304859807
51145,"Powhatan County, Virginia",2023,RNATURALCHG,"Natural change rate (per 1,000)",-0.847803561
51145,"Powhatan County, Virginia",2024,RNATURALCHG,"Natural change rate (per 1,000)",-0.899726979
51145,"Powhatan County, Virginia",2025,RNATURALCHG,"Natural change rate (per 1,000)",-1.139285329
51145,"Powhatan County, Virginia",2021,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",0.032413335
51145,"Powhatan County, Virginia",2022,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",0.60469113
51145,"Powhatan County, Virginia",2023,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",0.65940277
51145,"Powhatan County, Virginia",2024,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",1.396128072
51145,"Powhatan County, Virginia",2025,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",0.677412899
51145,"Powhatan County, Virginia",2021,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",26.93548126
51145,"Powhatan County, Virginia",2022,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",11.68008657
51145,"Powhatan County, Virginia",2023,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",16.13966779
51145,"Powhatan County, Virginia",2024,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",7.725241996
51145,"Powhatan County, Virginia",2025,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",7.605499361
51145,"Powhatan County, Virginia",2021,RNETMIG,"Net migration rate (per 1,000)",26.96789459
51145,"Powhatan County, Virginia",2022,RNETMIG,"Net migration rate (per 1,000)",12.2847777
51145,"Powhatan County, Virginia",2023,RNETMIG,"Net migration rate (per 1,000)",16.79907056
51145,"Powhatan County, Virginia",2024,RNETMIG,"Net migration rate (per 1,000)",9.121370067
51145,"Powhatan County, Virginia",2025,RNETMIG,"Net migration rate (per 1,000)",8.28291226
51760,"Richmond city, Virginia",2020,BIRTHS,Births,765
51760,"Richmond city, Virginia",2021,BIRTHS,Births,2872
51760,"Richmond city, Virginia",2022,BIRTHS,Births,2981
51760,"Richmond city, Virginia",2023,BIRTHS,Births,2927
51760,"Richmond city, Virginia",2024,BIRTHS,Births,2876
51760,"Richmond city, Virginia",2025,BIRTHS,Births,2805
51760,"Richmond city, Virginia",2020,DEATHS,Deaths,473
51760,"Richmond city, Virginia",2021,DEATHS,Deaths,2350
51760,"Richmond city, Virginia",2022,DEATHS,Deaths,2339
51760,"Richmond city, Virginia",2023,DEATHS,Deaths,2089
51760,"Richmond city, Virginia",2024,DEATHS,Deaths,2017
51760,"Richmond city, Virginia",2025,DEATHS,Deaths,2008
51760,"Richmond city, Virginia",2020,NATURALCHG,Natural change,292
51760,"Richmond city, Virginia",2021,NATURALCHG,Natural change,522
51760,"Richmond city, Virginia",2022,NATURALCHG,Natural change,642
51760,"Richmond city, Virginia",2023,NATURALCHG,Natural change,838
51760,"Richmond city, Virginia",2024,NATURALCHG,Natural change,859
51760,"Richmond city, Virginia",2025,NATURALCHG,Natural change,797
51760,"Richmond city, Virginia",2020,INTERNATIONALMIG,Net international migration,21
51760,"Richmond city, Virginia",2021,INTERNATIONALMIG,Net international migration,482
51760,"Richmond city, Virginia",2022,INTERNATIONALMIG,Net international migration,1440
51760,"Richmond city, Virginia",2023,INTERNATIONALMIG,Net international migration,1858
51760,"Richmond city, Virginia",2024,INTERNATIONALMIG,Net international migration,2759
51760,"Richmond city, Virginia",2025,INTERNATIONALMIG,Net international migration,1348
51760,"Richmond city, Virginia",2020,DOMESTICMIG,Net domestic migration,83
51760,"Richmond city, Virginia",2021,DOMESTICMIG,Net domestic migration,-853
51760,"Richmond city, Virginia",2022,DOMESTICMIG,Net domestic migration,-336
51760,"Richmond city, Virginia",2023,DOMESTICMIG,Net domestic migration,-794
51760,"Richmond city, Virginia",2024,DOMESTICMIG,Net domestic migration,374
51760,"Richmond city, Virginia",2025,DOMESTICMIG,Net domestic migration,312
51760,"Richmond city, Virginia",2020,NETMIG,Net migration,104
51760,"Richmond city, Virginia",2021,NETMIG,Net migration,-371
51760,"Richmond city, Virginia",2022,NETMIG,Net migration,1104
51760,"Richmond city, Virginia",2023,NETMIG,Net migration,1064
51760,"Richmond city, Virginia",2024,NETMIG,Net migration,3133
51760,"Richmond city, Virginia",2025,NETMIG,Net migration,1660
51760,"Richmond city, Virginia",2020,RESIDUAL,Residual,9
51760,"Richmond city, Virginia",2021,RESIDUAL,Residual,151
51760,"Richmond city, Virginia",2022,RESIDUAL,Residual,-39
51760,"Richmond city, Virginia",2023,RESIDUAL,Residual,-34
51760,"Richmond city, Virginia",2024,RESIDUAL,Residual,11
51760,"Richmond city, Virginia",2025,RESIDUAL,Residual,-7
51760,"Richmond city, Virginia",2021,RBIRTH,"Birth rate (per 1,000)",12.6476365
51760,"Richmond city, Virginia",2022,RBIRTH,"Birth rate (per 1,000)",13.06983219
51760,"Richmond city, Virginia",2023,RBIRTH,"Birth rate (per 1,000)",12.73328403
51760,"Richmond city, Virginia",2024,RBIRTH,"Birth rate (per 1,000)",12.35366003
51760,"Richmond city, Virginia",2025,RBIRTH,"Birth rate (per 1,000)",11.88398183
51760,"Richmond city, Virginia",2021,RDEATH,"Death rate (per 1,000)",10.34886691
51760,"Richmond city, Virginia",2022,RDEATH,"Death rate (per 1,000)",10.25506122
51760,"Richmond city, Virginia",2023,RDEATH,"Death rate (per 1,000)",9.087745247
51760,"Richmond city, Virginia",2024,RDEATH,"Death rate (per 1,000)",8.663884659
51760,"Richmond city, Virginia",2025,RDEATH,"Death rate (per 1,000)",8.507321041
51760,"Richmond city, Virginia",2021,RNATURALCHG,"Natural change rate (per 1,000)",2.298769586
51760,"Richmond city, Virginia",2022,RNATURALCHG,"Natural change rate (per 1,000)",2.814770971
51760,"Richmond city, Virginia",2023,RNATURALCHG,"Natural change rate (per 1,000)",3.645538783
51760,"Richmond city, Virginia",2024,RNATURALCHG,"Natural change rate (per 1,000)",3.68977537
51760,"Richmond city, Virginia",2025,RNATURALCHG,"Natural change rate (per 1,000)",3.376660792
51760,"Richmond city, Virginia",2021,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",2.12261866
51760,"Richmond city, Virginia",2022,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",6.313504982
51760,"Richmond city, Virginia",2023,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",8.082829425
51760,"Richmond city, Virginia",2024,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",11.85109458
51760,"Richmond city, Virginia",2025,RINTERNATIONALMIG,"Net international migration rate (per 1,000)",5.711090022
51760,"Richmond city, Virginia",2021,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",-3.756418499
51760,"Richmond city, Virginia",2022,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",-1.473151162
51760,"Richmond city, Virginia",2023,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",-3.454126245
51760,"Richmond city, Virginia",2024,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",1.606491256
51760,"Richmond city, Virginia",2025,RDOMESTICMIG,"Net domestic migration rate (per 1,000)",1.321854664
51760,"Richmond city, Virginia",2021,RNETMIG,"Net migration rate (per 1,000)",-1.63379984
51760,"Richmond city, Virginia",2022,RNETMIG,"Net migration rate (per 1,000)",4.840353819
51760,"Richmond city, Virginia",2023,RNETMIG,"Net migration rate (per 1,000)",4.62870318
51760,"Richmond city, Virginia",2024,RNETMIG,"Net migration rate (per 1,000)",13.45758584
51760,"Richmond city, Virginia",2025,RNETMIG,"Net migration rate (per 1,000)",7.032944686
51036,Charles City County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",6772
51041,Chesterfield County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",364084
51075,Goochland County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",24744
51085,Hanover County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",109982
51087,Henrico County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",334961
51127,New Kent County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",22942
51145,Powhatan County,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",30341
51760,Richmond city,2020,ESTIMATESBASE,"Estimates base (April 1, 2020)",226522
