area,area_title,occ_code,occ_title,o_group,tot_emp,annual_wage_median,annual_wage_p10,annual_wage_p25,annual_wage_p75,annual_wage_p90
40060,"Richmond, VA",41-3021,Insurance Sales Agents,detailed,2040,62330,37540,47730,94890,141940
40060,"Richmond, VA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,2990,73500,49850,51120,109410,163480
40060,"Richmond, VA",41-3041,Travel Agents,detailed,100,45230,30150,39280,60770,73270
40060,"Richmond, VA",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,5710,61510,36250,46160,87750,129720
40060,"Richmond, VA",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,1010,129880,64430,83870,164590,170510
40060,"Richmond, VA",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,5080,63180,37920,49500,96400,166790
40060,"Richmond, VA",41-9011,Demonstrators and Product Promoters,detailed,160,36070,29960,33920,49400,62810
40060,"Richmond, VA",41-9021,Real Estate Brokers,detailed,**,75300,51530,52850,131820,159370
40060,"Richmond, VA",41-9022,Real Estate Sales Agents,detailed,**,64850,37090,46580,100840,123770
40060,"Richmond, VA",41-9031,Sales Engineers,detailed,**,101210,77520,81690,156030,196220
40060,"Richmond, VA",41-9099,"Sales and Related Workers, All Other",detailed,160,37890,28680,30170,56270,84170
40060,"Richmond, VA",43-0000,Office and Administrative Support Occupations,major,73590,47110,33330,38480,58980,73350
40060,"Richmond, VA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,6490,64690,45140,53340,81440,102040
40060,"Richmond, VA",43-2011,"Switchboard Operators, Including Answering Service",detailed,150,36740,32090,36170,37400,41270
40060,"Richmond, VA",43-3011,Bill and Account Collectors,detailed,1040,46470,32080,36990,53320,63860
40060,"Richmond, VA",43-3021,Billing and Posting Clerks,detailed,1610,47170,38060,41650,55860,64380
40060,"Richmond, VA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,4890,51400,37360,45010,60920,70160
40060,"Richmond, VA",43-3051,Payroll and Timekeeping Clerks,detailed,630,60010,41180,47510,66620,77520
40060,"Richmond, VA",43-3061,Procurement Clerks,detailed,190,55390,43700,48530,62940,67830
40060,"Richmond, VA",43-3071,Tellers,detailed,830,45590,36990,39590,48360,59230
40060,"Richmond, VA",43-3099,"Financial Clerks, All Other",detailed,270,63220,50710,51910,64080,76500
40060,"Richmond, VA",43-4011,Brokerage Clerks,detailed,**,61800,51210,56430,69290,90440
40060,"Richmond, VA",43-4031,"Court, Municipal, and License Clerks",detailed,860,42650,40190,40470,48880,59950
40060,"Richmond, VA",43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,60,58330,39780,42150,65730,74680
40060,"Richmond, VA",43-4051,Customer Service Representatives,detailed,10960,42660,31340,35670,48550,61050
40060,"Richmond, VA",43-4061,"Eligibility Interviewers, Government Programs",detailed,680,53090,44930,50280,61980,65500
40060,"Richmond, VA",43-4071,File Clerks,detailed,250,47020,28830,35030,51770,59300
40060,"Richmond, VA",43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,860,30850,28570,29770,34570,35800
40060,"Richmond, VA",43-4111,"Interviewers, Except Eligibility and Loan",detailed,230,46390,37300,38560,55670,72280
40060,"Richmond, VA",43-4121,"Library Assistants, Clerical",detailed,400,38230,32450,36340,38470,47400
40060,"Richmond, VA",43-4131,Loan Interviewers and Clerks,detailed,710,52800,38610,47770,63540,66990
40060,"Richmond, VA",43-4141,New Accounts Clerks,detailed,70,48300,39480,46710,56380,57960
40060,"Richmond, VA",43-4151,Order Clerks,detailed,340,42830,34480,37550,53030,64170
40060,"Richmond, VA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,470,52730,38680,46210,62880,65510
40060,"Richmond, VA",43-4171,Receptionists and Information Clerks,detailed,3550,36400,28530,31100,40260,45720
40060,"Richmond, VA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,120,36510,36500,36510,46130,73350
40060,"Richmond, VA",43-4199,"Information and Record Clerks, All Other",detailed,880,48580,36400,39220,60330,66930
40060,"Richmond, VA",43-5011,Cargo and Freight Agents,detailed,280,49640,46850,49630,58230,69320
40060,"Richmond, VA",43-5021,Couriers and Messengers,detailed,280,38270,32440,36410,46600,49710
40060,"Richmond, VA",43-5031,Public Safety Telecommunicators,detailed,520,53390,44200,48250,61040,63560
40060,"Richmond, VA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,910,49830,38510,45070,60580,69140
40060,"Richmond, VA",43-5041,"Meter Readers, Utilities",detailed,80,41890,33740,33750,48370,61110
40060,"Richmond, VA",43-5051,Postal Service Clerks,detailed,250,61050,54330,56740,71470,75690
40060,"Richmond, VA",43-5052,Postal Service Mail Carriers,detailed,1200,61130,42390,48940,78270,81040
40060,"Richmond, VA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,1090,55350,42600,47440,63650,75280
40060,"Richmond, VA",43-5061,"Production, Planning, and Expediting Clerks",detailed,1230,59440,40620,47570,72800,81720
40060,"Richmond, VA",43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,4420,44450,32240,36640,48530,61510
40060,"Richmond, VA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,280,46670,31600,37960,52750,61080
40060,"Richmond, VA",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,2060,77510,51490,60930,85630,98620
40060,"Richmond, VA",43-6012,Legal Secretaries and Administrative Assistants,detailed,560,61600,46990,49490,76890,94740
40060,"Richmond, VA",43-6013,Medical Secretaries and Administrative Assistants,detailed,4140,44310,36730,38750,46860,53830
40060,"Richmond, VA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,4940,47840,34230,39150,54630,63120
40060,"Richmond, VA",43-9021,Data Entry Keyers,detailed,480,40270,28010,35410,47170,50700
40060,"Richmond, VA",43-9022,Word Processors and Typists,detailed,40,46320,34290,39000,53910,61260
40060,"Richmond, VA",43-9041,Insurance Claims and Policy Processing Clerks,detailed,1530,47690,28310,33920,52390,60820
40060,"Richmond, VA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,360,38170,26730,30670,45450,51940
40060,"Richmond, VA",43-9061,"Office Clerks, General",detailed,10890,46320,32130,38010,55190,64850
40060,"Richmond, VA",43-9071,"Office Machine Operators, Except Computer",detailed,100,40140,27870,34420,47420,56020
40060,"Richmond, VA",43-9199,"Office and Administrative Support Workers, All Other",detailed,1190,50480,36880,41850,59920,71070
40060,"Richmond, VA",45-0000,"Farming, Fishing, and Forestry Occupations",major,590,40560,31200,35690,51640,64150
40060,"Richmond, VA",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,120,55810,44730,49800,72120,95820
40060,"Richmond, VA",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,230,38570,29360,33310,39720,44210
40060,"Richmond, VA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,40,48880,33740,36580,59730,61500
40060,"Richmond, VA",45-4021,Fallers,detailed,40,40560,35180,40560,49470,53570
40060,"Richmond, VA",45-4022,Logging Equipment Operators,detailed,80,45500,31200,35480,48120,64490
40060,"Richmond, VA",47-0000,Construction and Extraction Occupations,major,29810,52310,37840,45000,64060,80740
40060,"Richmond, VA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,4460,76630,53000,62200,92220,108220
40060,"Richmond, VA",47-2021,Brickmasons and Blockmasons,detailed,430,51800,40190,45830,58620,61520
40060,"Richmond, VA",47-2031,Carpenters,detailed,3070,51870,37990,46640,59990,69640
40060,"Richmond, VA",47-2044,Tile and Stone Setters,detailed,120,50130,36040,36730,61550,62580
40060,"Richmond, VA",47-2051,Cement Masons and Concrete Finishers,detailed,630,45670,37710,38560,58140,64310
40060,"Richmond, VA",47-2061,Construction Laborers,detailed,4560,42410,32480,37880,47020,53190
40060,"Richmond, VA",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,250,49880,37610,40760,59770,60350
40060,"Richmond, VA",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,2220,55280,40650,48010,61890,74400
40060,"Richmond, VA",47-2081,Drywall and Ceiling Tile Installers,detailed,360,49260,40400,47430,58710,60410
40060,"Richmond, VA",47-2111,Electricians,detailed,3600,61350,39070,48100,76500,80740
40060,"Richmond, VA",47-2121,Glaziers,detailed,160,57760,38280,48620,60460,61050
40060,"Richmond, VA",47-2132,"Insulation Workers, Mechanical",detailed,410,49460,38100,41010,57010,58080
40060,"Richmond, VA",47-2141,"Painters, Construction and Maintenance",detailed,1010,47670,36790,39400,49000,59280
40060,"Richmond, VA",47-2151,Pipelayers,detailed,240,48700,39320,46100,59070,59160
40060,"Richmond, VA",47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,2340,61480,44420,48500,72020,77490
40060,"Richmond, VA",47-2181,Roofers,detailed,330,48050,39620,46380,57360,61140
40060,"Richmond, VA",47-2211,Sheet Metal Workers,detailed,610,48010,36510,43370,62400,75550
40060,"Richmond, VA",47-2221,Structural Iron and Steel Workers,detailed,**,60260,47160,51700,61180,70360
40060,"Richmond, VA",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",detailed,90,38890,36440,38240,44180,44550
40060,"Richmond, VA",47-3012,Helpers--Carpenters,detailed,280,42660,33020,39070,47070,57140
40060,"Richmond, VA",47-3013,Helpers--Electricians,detailed,410,43510,33170,37240,48000,54140
40060,"Richmond, VA",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",detailed,370,37990,32000,36330,45310,48090
40060,"Richmond, VA",47-3019,"Helpers, Construction Trades, All Other",detailed,140,43480,36600,37660,46910,48290
40060,"Richmond, VA",47-4011,Construction and Building Inspectors,detailed,1140,70790,49580,60650,85680,120390
40060,"Richmond, VA",47-4021,Elevator and Escalator Installers and Repairers,detailed,90,108250,61970,80030,125510,129010
40060,"Richmond, VA",47-4041,Hazardous Materials Removal Workers,detailed,250,45190,36560,38880,45970,57250
40060,"Richmond, VA",47-4051,Highway Maintenance Workers,detailed,390,53770,42490,49480,58330,61990
40060,"Richmond, VA",47-4090,Miscellaneous Construction and Related Workers,detailed,120,47650,44110,47370,57290,61730
40060,"Richmond, VA",47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,140,58710,27240,47380,68770,77070
40060,"Richmond, VA",47-5023,"Earth Drillers, Except Oil and Gas",detailed,70,51120,41600,47520,67670,71350
40060,"Richmond, VA",49-0000,"Installation, Maintenance, and Repair Occupations",major,26430,59190,36830,46510,75280,91080
40060,"Richmond, VA",49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,2980,78990,53390,63800,99140,121430
40060,"Richmond, VA",49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,240,47120,35950,38340,56780,66980
40060,"Richmond, VA",49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",detailed,50,67090,44620,57670,98650,106950
40060,"Richmond, VA",49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,510,59590,45210,50950,77820,89510
40060,"Richmond, VA",49-2092,"Electric Motor, Power Tool, and Related Repairers",detailed,70,58770,25810,40190,74520,77860
40060,"Richmond, VA",49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,210,70120,47980,61940,78870,86170
40060,"Richmond, VA",49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",detailed,180,101140,63270,76160,106770,118850
40060,"Richmond, VA",49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",detailed,110,45230,39180,39180,47380,51820
40060,"Richmond, VA",49-2097,Audiovisual Equipment Installers and Repairers,detailed,70,50250,35730,44620,58280,61960
40060,"Richmond, VA",49-2098,Security and Fire Alarm Systems Installers,detailed,500,59560,38770,48900,69500,77750
40060,"Richmond, VA",49-3011,Aircraft Mechanics and Service Technicians,detailed,140,75100,55130,62400,82550,96400
40060,"Richmond, VA",49-3021,Automotive Body and Related Repairers,detailed,600,53800,37030,47170,77320,108530
40060,"Richmond, VA",49-3023,Automotive Service Technicians and Mechanics,detailed,2930,61510,36550,45910,76000,81850
40060,"Richmond, VA",49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,1400,61390,46160,52380,66320,79200
40060,"Richmond, VA",49-3041,Farm Equipment Mechanics and Service Technicians,detailed,90,51060,37050,40300,60000,64240
40060,"Richmond, VA",49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,930,64480,47020,57030,76480,82580
40060,"Richmond, VA",49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,270,47230,38570,42250,59330,64180
40060,"Richmond, VA",49-3091,Bicycle Repairers,detailed,30,36610,34300,36420,37270,47720
40060,"Richmond, VA",49-3092,Recreational Vehicle Service Technicians,detailed,100,41280,35360,37500,64800,99020
40060,"Richmond, VA",49-3093,Tire Repairers and Changers,detailed,650,33830,31220,33830,44460,49380
40060,"Richmond, VA",49-9011,Mechanical Door Repairers,detailed,130,50880,38580,48070,59690,78570
40060,"Richmond, VA",49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door",detailed,180,70910,53490,61450,89910,98730
40060,"Richmond, VA",49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,2700,59130,38270,47220,65710,78620
40060,"Richmond, VA",49-9031,Home Appliance Repairers,detailed,110,52790,37470,45930,63030,83650
40060,"Richmond, VA",49-9041,Industrial Machinery Mechanics,detailed,1900,66080,46790,57770,81610,92500
40060,"Richmond, VA",49-9043,"Maintenance Workers, Machinery",detailed,210,56150,46450,46570,73380,98390
40060,"Richmond, VA",49-9044,Millwrights,detailed,150,48890,45530,45760,60360,75360
40060,"Richmond, VA",49-9051,Electrical Power-Line Installers and Repairers,detailed,490,78110,50920,60410,100480,105600
40060,"Richmond, VA",49-9052,Telecommunications Line Installers and Repairers,detailed,540,82130,41010,53660,95630,99390
40060,"Richmond, VA",49-9062,Medical Equipment Repairers,detailed,260,56580,46970,55300,77460,100760
40060,"Richmond, VA",49-9069,"Precision Instrument and Equipment Repairers, All Other",detailed,**,74300,27360,37190,95460,102860
40060,"Richmond, VA",49-9071,"Maintenance and Repair Workers, General",detailed,5520,48730,34770,39080,60660,76730
40060,"Richmond, VA",49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers",detailed,90,48740,35790,37820,49070,56990
40060,"Richmond, VA",49-9094,Locksmiths and Safe Repairers,detailed,90,51260,34850,47430,64530,75850
40060,"Richmond, VA",49-9096,Riggers,detailed,100,60790,46440,49200,67550,79100
40060,"Richmond, VA",49-9098,"Helpers--Installation, Maintenance, and Repair Workers",detailed,550,39050,32990,35360,47930,53870
40060,"Richmond, VA",49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,1000,45050,34010,39860,58720,63560
40060,"Richmond, VA",51-0000,Production Occupations,major,25330,46480,30800,36830,59870,77930
40060,"Richmond, VA",51-1011,First-Line Supervisors of Production and Operating Workers,detailed,2210,73630,44610,57970,96410,116920
40060,"Richmond, VA",51-2021,"Coil Winders, Tapers, and Finishers",detailed,60,60310,37960,50710,65270,77790
40060,"Richmond, VA",51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,530,48170,37720,39150,50940,61190
40060,"Richmond, VA",51-2031,Engine and Other Machine Assemblers,detailed,40,59570,45670,49610,62540,75880
40060,"Richmond, VA",51-2041,Structural Metal Fabricators and Fitters,detailed,200,50290,39530,47060,65140,71810
40060,"Richmond, VA",51-2090,Miscellaneous Assemblers and Fabricators,detailed,2970,39060,28690,36230,46930,58910
40060,"Richmond, VA",51-3011,Bakers,detailed,1450,31500,28570,30370,36000,44140
40060,"Richmond, VA",51-3021,Butchers and Meat Cutters,detailed,550,40120,34300,37030,40120,47880
40060,"Richmond, VA",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",detailed,210,37630,29620,31560,42220,44220
40060,"Richmond, VA",51-3092,Food Batchmakers,detailed,330,37190,30330,30330,42740,52310
40060,"Richmond, VA",51-3093,Food Cooking Machine Operators and Tenders,detailed,80,38030,32080,32080,38640,45590
40060,"Richmond, VA",51-3099,"Food Processing Workers, All Other",detailed,100,38240,36010,36010,41160,42750
40060,"Richmond, VA",51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,200,46670,39770,46190,53330,58800
40060,"Richmond, VA",51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,70,54230,44820,49500,56710,58560
40060,"Richmond, VA",51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,220,45670,40000,44320,57800,64180
40060,"Richmond, VA",51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,390,49270,29950,42160,51800,59340
40060,"Richmond, VA",51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,100,48960,32030,38020,56740,62070
40060,"Richmond, VA",51-4041,Machinists,detailed,650,62650,46890,58150,80490,95800
40060,"Richmond, VA",51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,110,36720,30390,30390,46290,56320
40060,"Richmond, VA",51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",detailed,130,49780,38040,41690,57950,63250
40060,"Richmond, VA",51-4111,Tool and Die Makers,detailed,30,68000,52500,65050,68610,76360
40060,"Richmond, VA",51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,1260,57710,42950,48600,66490,83920
40060,"Richmond, VA",51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",detailed,40,51270,40580,44540,59130,61970
40060,"Richmond, VA",51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",detailed,60,52340,41000,46450,56490,65230
40060,"Richmond, VA",51-5111,Prepress Technicians and Workers,detailed,50,49850,39500,43990,57500,63650
40060,"Richmond, VA",51-5112,Printing Press Operators,detailed,650,44110,30270,33830,51790,62060
40060,"Richmond, VA",51-6011,Laundry and Dry-Cleaning Workers,detailed,1010,33220,26670,28420,35010,36360
40060,"Richmond, VA",51-6021,"Pressers, Textile, Garment, and Related Materials",detailed,**,28830,28000,28270,34250,34470
40060,"Richmond, VA",51-6031,Sewing Machine Operators,detailed,210,35310,28080,29910,44720,48470
40060,"Richmond, VA",51-6052,"Tailors, Dressmakers, and Custom Sewers",detailed,**,47370,28070,28990,58690,58690
40060,"Richmond, VA",51-6093,Upholsterers,detailed,60,47560,27580,27580,59270,61910
40060,"Richmond, VA",51-7011,Cabinetmakers and Bench Carpenters,detailed,290,47230,34450,38600,57150,60560
40060,"Richmond, VA",51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",detailed,200,35790,31450,32830,42490,45300
40060,"Richmond, VA",51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,160,36790,31450,31450,44210,49330
40060,"Richmond, VA",51-8012,Power Distributors and Dispatchers,detailed,90,102220,71670,82540,105500,109890
40060,"Richmond, VA",51-8013,Power Plant Operators,detailed,60,63640,43250,50480,78340,104740
40060,"Richmond, VA",51-8021,Stationary Engineers and Boiler Operators,detailed,60,64750,35950,54650,89130,105500
40060,"Richmond, VA",51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,380,59970,45230,49070,72210,78340
40060,"Richmond, VA",51-8091,Chemical Plant and System Operators,detailed,340,77930,43330,59870,84800,96520
40060,"Richmond, VA",51-8093,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",detailed,40,NA,NA,NA,NA,NA
40060,"Richmond, VA",51-9011,Chemical Equipment Operators and Tenders,detailed,760,61840,44420,58030,75060,81020
40060,"Richmond, VA",51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,230,55960,31810,41520,79090,80350
40060,"Richmond, VA",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",detailed,80,44240,33680,36140,49260,61750
40060,"Richmond, VA",51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,270,48930,39900,46420,56580,69800
40060,"Richmond, VA",51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",detailed,230,48260,39220,42900,51740,55520
40060,"Richmond, VA",51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,290,43800,36990,43750,48040,69900
40060,"Richmond, VA",51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",detailed,50,48330,31570,35170,59330,77490
40060,"Richmond, VA",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,1330,48710,34530,40920,60230,72910
40060,"Richmond, VA",51-9071,Jewelers and Precious Stone and Metal Workers,detailed,70,54860,34450,54630,64420,82750
40060,"Richmond, VA",51-9081,Dental Laboratory Technicians,detailed,150,46700,36100,36420,59690,76960
40060,"Richmond, VA",51-9082,Medical Appliance Technicians,detailed,60,58210,43680,46390,75900,75900
40060,"Richmond, VA",51-9111,Packaging and Filling Machine Operators and Tenders,detailed,1340,44180,31480,35990,50180,71870
40060,"Richmond, VA",51-9123,"Painting, Coating, and Decorating Workers",detailed,50,48570,37920,41980,55670,60820
40060,"Richmond, VA",51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,440,48310,35300,40240,61720,78020
40060,"Richmond, VA",51-9161,Computer Numerically Controlled Tool Operators,detailed,280,50700,37750,46490,62250,74040
40060,"Richmond, VA",51-9162,Computer Numerically Controlled Tool Programmers,detailed,40,65630,53400,59370,75860,96370
40060,"Richmond, VA",51-9191,Adhesive Bonding Machine Operators and Tenders,detailed,70,43020,36200,43010,48920,51140
40060,"Richmond, VA",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",detailed,140,44420,36440,40620,47890,54360
40060,"Richmond, VA",51-9196,"Paper Goods Machine Setters, Operators, and Tenders",detailed,930,49980,37540,41700,61550,80940
40060,"Richmond, VA",51-9198,Helpers--Production Workers,detailed,530,40450,31310,36040,44460,48480
40060,"Richmond, VA",51-9199,"Production Workers, All Other",detailed,730,38220,31330,35440,48340,66660
40060,"Richmond, VA",53-0000,Transportation and Material Moving Occupations,major,58980,43990,29630,36150,50740,64990
40060,"Richmond, VA",53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,2830,60060,43330,47990,76900,86400
40060,"Richmond, VA",53-2011,"Airline Pilots, Copilots, and Flight Engineers",detailed,50,130100,55810,101960,169550,326430
40060,"Richmond, VA",53-2012,Commercial Pilots,detailed,120,119710,55310,96020,200600,228970
40060,"Richmond, VA",53-2031,Flight Attendants,detailed,40,72600,25810,25810,125700,125710
40060,"Richmond, VA",53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",detailed,70,45490,31860,36710,45830,45830
40060,"Richmond, VA",53-3031,Driver/Sales Workers,detailed,1350,36230,27100,29360,50160,58850
40060,"Richmond, VA",53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,11760,58190,37190,46850,71460,94450
40060,"Richmond, VA",53-3033,Light Truck Drivers,detailed,4790,41720,28590,33560,45780,64370
40060,"Richmond, VA",53-3051,"Bus Drivers, School",detailed,2070,49370,38570,39880,49810,60080
40060,"Richmond, VA",53-3052,"Bus Drivers, Transit and Intercity",detailed,470,50270,46940,50270,64540,64540
40060,"Richmond, VA",53-3053,Shuttle Drivers and Chauffeurs,detailed,1650,38460,30160,35160,45150,49240
40060,"Richmond, VA",53-3099,"Motor Vehicle Operators, All Other",detailed,120,35440,30200,34640,38910,56240
40060,"Richmond, VA",53-6021,Parking Attendants,detailed,390,25990,25810,25880,33640,35370
40060,"Richmond, VA",53-6031,Automotive and Watercraft Service Attendants,detailed,**,29720,26540,28710,34530,42770
40060,"Richmond, VA",53-6032,Aircraft Service Attendants,detailed,50,39210,31030,32730,39210,44710
40060,"Richmond, VA",53-6051,Transportation Inspectors,detailed,60,68610,51550,60290,121080,143080
40060,"Richmond, VA",53-7011,Conveyor Operators and Tenders,detailed,150,37920,34820,36270,40970,56700
40060,"Richmond, VA",53-7021,Crane and Tower Operators,detailed,170,61180,40520,49250,73540,79380
40060,"Richmond, VA",53-7051,Industrial Truck and Tractor Operators,detailed,5150,46920,37350,44990,50740,61840
40060,"Richmond, VA",53-7061,Cleaners of Vehicles and Equipment,detailed,1280,30380,28020,28470,35830,45000
40060,"Richmond, VA",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,10550,40270,31290,36850,48110,48960
40060,"Richmond, VA",53-7063,Machine Feeders and Offbearers,detailed,300,37110,30280,35520,49460,49600
40060,"Richmond, VA",53-7064,"Packers and Packagers, Hand",detailed,1530,34870,27620,28480,40420,46580
40060,"Richmond, VA",53-7065,Stockers and Order Fillers,detailed,12300,37180,29680,32500,40510,49260
40060,"Richmond, VA",53-7081,Refuse and Recyclable Material Collectors,detailed,730,49150,27770,33590,59220,60250
40060,"Richmond, VA",53-7199,"Material Moving Workers, All Other",detailed,50,46020,33090,39900,54900,54900
