zip_code,hud_area_code,hud_area_name,bedroom_size,safmr
23255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1500
23255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1570
23255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1720
23255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2150
23255,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2650
23260,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1390
23260,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1450
23260,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1590
23260,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1990
23260,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2450
23261,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1390
23261,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1450
23261,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1590
23261,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1990
23261,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2450
23284,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1750
23284,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1830
23284,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,2010
23284,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2520
23284,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,3100
23286,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1390
23286,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1450
23286,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1590
23286,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1990
23286,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2450
23293,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1390
23293,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1450
23293,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1590
23293,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1990
23293,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2450
23294,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1720
23294,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1790
23294,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1970
23294,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2470
23294,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,3040
23297,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1570
23297,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1640
23297,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1800
23297,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2250
23297,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2780
23298,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1490
23298,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1560
23298,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1710
23298,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2140
23298,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2640
23801,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1930
23801,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,2020
23801,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,2220
23801,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2780
23801,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,3430
23803,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23803,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23803,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23803,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23803,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23804,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23804,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23804,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23804,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23804,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23805,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23805,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23805,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23805,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23805,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23824,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23824,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23824,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23824,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23824,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23829,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,810
23829,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,810
23829,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,970
23829,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1240
23829,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,1620
23830,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23830,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23830,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23830,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23830,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23831,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1600
23831,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1680
23831,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1840
23831,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2300
23831,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2840
23832,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1890
23832,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1980
23832,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,2170
23832,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2720
23832,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,3350
23833,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23833,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23833,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23833,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23833,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23834,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23834,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23834,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23834,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23834,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23836,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1680
23836,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1760
23836,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1930
23836,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2420
23836,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2980
23837,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,860
23837,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,870
23837,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1120
23837,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1440
23837,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,1880
23838,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1520
23838,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1590
23838,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1740
23838,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2190
23838,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2690
23840,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1400
23840,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1470
23840,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1610
23840,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,2020
23840,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2480
23841,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1360
23841,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1420
23841,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1560
23841,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23841,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23842,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23842,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23842,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23842,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23842,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23847,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,760
23847,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,780
23847,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,990
23847,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1380
23847,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,1650
23850,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23850,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23850,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23850,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23850,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23860,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23860,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23860,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23860,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23860,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23867,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,840
23867,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,870
23867,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1020
23867,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1400
23867,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,1690
23872,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23872,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23872,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23872,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23872,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23875,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23875,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23875,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23875,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23875,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23881,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23881,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23881,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23881,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23881,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23882,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23882,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23882,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23882,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23882,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23884,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23884,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23884,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23884,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23884,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23885,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23885,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23885,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23885,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23885,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23888,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1030
23888,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1060
23888,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1190
23888,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1520
23888,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,1880
23890,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23890,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23890,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23890,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23890,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23891,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23891,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23891,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23891,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23891,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23894,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23894,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23894,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23894,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23894,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23897,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23897,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23897,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23897,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23897,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23922,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23922,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23922,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23922,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23922,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
23966,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",0,1340
23966,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",1,1400
23966,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",2,1540
23966,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",3,1950
23966,METRO40060M40060,"Richmond, VA HUD Metro FMR Area",4,2410
