geoid,name,year,table,variable,label,estimate,moe,cv,reliability
51145,"Powhatan County, Virginia",2024,B25036,B25036_004,Total:!!Owner occupied:!!Built 2010 to 2019,1620,319,11.970430410146722,High
51145,"Powhatan County, Virginia",2024,B25036,B25036_005,Total:!!Owner occupied:!!Built 2000 to 2009,2493,376,9.168529024124691,High
51145,"Powhatan County, Virginia",2024,B25036,B25036_006,Total:!!Owner occupied:!!Built 1990 to 1999,2523,427,10.288326123071993,High
51145,"Powhatan County, Virginia",2024,B25036,B25036_007,Total:!!Owner occupied:!!Built 1980 to 1989,1370,278,12.335544561045415,High
51145,"Powhatan County, Virginia",2024,B25036,B25036_008,Total:!!Owner occupied:!!Built 1970 to 1979,1380,212,9.338795647768821,High
51145,"Powhatan County, Virginia",2024,B25036,B25036_009,Total:!!Owner occupied:!!Built 1960 to 1969,352,160,27.631942525559545,Medium
51145,"Powhatan County, Virginia",2024,B25036,B25036_010,Total:!!Owner occupied:!!Built 1950 to 1959,159,120,45.8794517405517,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_011,Total:!!Owner occupied:!!Built 1940 to 1949,50,53,64.43768996960486,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_012,Total:!!Owner occupied:!!Built 1939 or earlier,330,113,20.816063369254856,Medium
51145,"Powhatan County, Virginia",2024,B25036,B25036_013,Total:!!Renter occupied:,766,226,17.935511519201313,Medium
51145,"Powhatan County, Virginia",2024,B25036,B25036_014,Total:!!Renter occupied:!!Built 2020 or later,23,35,92.50693802035153,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_015,Total:!!Renter occupied:!!Built 2010 to 2019,96,102,64.58966565349544,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_016,Total:!!Renter occupied:!!Built 2000 to 2009,81,66,49.532815490262294,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_017,Total:!!Renter occupied:!!Built 1990 to 1999,186,107,34.970748766218904,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_018,Total:!!Renter occupied:!!Built 1980 to 1989,146,92,38.306199775159264,Low
51145,"Powhatan County, Virginia",2024,B25036,B25036_019,Total:!!Renter occupied:!!Built 1970 to 1979,4,7,106.38297872340425,Low
